98,/petiole/blade/texture,N,belongs to leaf blade
99,/petiole/length,Y,
100,/petiole/ligula,N,not found
101,/petiole/ligula/length,N,not found
102,/petiole/margins,N,belongs to leaf blade
103,/petiole/margins/apex,N,belongs to leaf blade
104,/petiole/margins/base,N,belongs to leaf blade
105,/petiole/margins/base/differential distance,N,belongs to leaf blade
106,/petiole/margins/length,N,belongs to leaf blade
107,/petiole/secondary veins,N,belongs to leaf blade
108,/petiole/veins,N,belongs to leaf blade
109,/prophyllum,N,not found
110,/prophyllum/length,N,not found
111,/prophyllum/sheaths,N,not found
112,/shoot apex,N,not enough data
113,/stamens,N,not enough data
114,/stamens/anthers,N,not enough data
115,/stamens/filaments,N,not enough data
116,/stamens/ovary,N,not enough data
117,/stems,Y,tentative
118,/stems/internodes,N,not enough data; measurements only in one genus
119,/stems/internodes/length,N,not enough data; measurements only in one genus
120,/stems/length,Y,tentative
121,/stems/nodes,Y,tentative
122,/stems/thickness,Y,tentative
123,/stems/upper internodes,N,not enough data
124,/stems/upper internodes/length,N,not enough data
125,/stipules,N,not enough data
126,/stipules/blade,N,belongs to leaf blade
127,/stipules/blade/apex,N,belongs to leaf blade
128,/stipules/blade/base,N,belongs to leaf blade
129,/stipules/blade/base/differential distance,N,belongs to leaf blade
130,/stipules/blade/dimensions,N,belongs to leaf blade
131,/stipules/blade/margins,N,belongs to leaf blade
132,/stipules/blade/shape,N,belongs to leaf blade
133,/stipules/blade/texture,N,belongs to leaf blade
134,/stipules/dimensions,Y,
135,/stipules/length,Y,
136,/stipules/petiole,N,not related
137,/stipules/petiole/length,N,"the same as ""/stipules/length"""
138,/stipules/veins,N,belongs to leaf blade
139,/upper internodes,N,"see above, line 23"
