-	/dispersal	/flowers	/flowers/ovary	/flowers/ovary/stigma	/flowers/stamens	/flowers/stamens/filaments	/fruits	/fruits/apex	/fruits/diameter	/fruits/dimensions	/fruits/length	/fruits/seeds	/fruits/stigma	/fruits/stigma/length	/fruits/thickness	/fruits/width	/habit	/habit/fertile stems	/habit/height	/habit/length	/habit/odor	/habit/rhizome	/habit/upper internodes	/indumentum	/inflorescences	/inflorescences/anthers	/inflorescences/common peduncle	/inflorescences/common peduncle/lateral branches	/inflorescences/common peduncle/lateral branches/length	/inflorescences/common peduncle/length	/inflorescences/common peduncle/peduncle	/inflorescences/common peduncle/peduncle/length	/inflorescences/floral bracts	/inflorescences/floral bracts/diameter	/inflorescences/floral bracts/filaments	/inflorescences/floral bracts/rachises	/inflorescences/flower number	/inflorescences/flowers	/inflorescences/growth form	/inflorescences/length	/inflorescences/ovary	/inflorescences/ovary/stigma	/inflorescences/peduncle	/inflorescences/peduncle/length	/inflorescences/position	/inflorescences/rachises	/inflorescences/spikes	/inflorescences/spikes/diameter	/inflorescences/spikes/dimensions	/inflorescences/spikes/length	/inflorescences/spikes/rachises	/inflorescences/spikes/thickness	/inflorescences/spikes/width	/inflorescences/stamens	/inflorescences/stamens/anthers	/inflorescences/stamens/length	/inflorescences/thecae	/infructescences	/infructescences/dimensions	/infructescences/fruits	/infructescences/fruits/diameter	/infructescences/fruits/stigma	/infructescences/fruits/thickness	/infructescences/fruits/width	/infructescences/length	/infructescences/stigma	/infructescences/thickness	/infructescences/width	/internodes	/juvenile fruits	/leaves	/leaves/blade	/leaves/blade/apex	/leaves/blade/base	/leaves/blade/base/length	/leaves/blade/diameter	/leaves/blade/dimensions	/leaves/blade/margins	/leaves/blade/shape	/leaves/blade/texture	/leaves/fertile branches	/leaves/petiole	/leaves/petiole/length	/leaves/petiole/relative distance	/leaves/prophyllum	/leaves/shape	/leaves/stipules	/leaves/veins	/mature fruits	/petiole	/petiole/blade	/petiole/blade/apex	/petiole/blade/base	/petiole/blade/base/differential distance	/petiole/blade/dimensions	/petiole/blade/margins	/petiole/blade/shape	/petiole/blade/texture	/petiole/length	/petiole/ligula	/petiole/ligula/length	/petiole/margins	/petiole/margins/apex	/petiole/margins/base	/petiole/margins/base/differential distance	/petiole/margins/length	/petiole/secondary veins	/petiole/veins	/prophyllum	/prophyllum/length	/prophyllum/sheaths	publication	/shoot apex	/stamens	/stamens/anthers	/stamens/filaments	/stamens/ovary	/stems	/stems/internodes	/stems/internodes/length	/stems/length	/stems/nodes	/stems/thickness	/stems/upper internodes	/stems/upper internodes/length	/stipules	/stipules/blade	/stipules/blade/apex	/stipules/blade/base	/stipules/blade/base/differential distance	/stipules/blade/dimensions	/stipules/blade/margins	/stipules/blade/shape	/stipules/blade/texture	/stipules/dimensions	/stipules/length	/stipules/petiole	/stipules/petiole/length	/stipules/veins	/upper internodes	/habitat	/habitat/altitude	
Peperomia haematolepis 	-	-	-	-	-	-	     	-	-	-	-	-	stigma at base of beak.	-	-	-	Epiphytic, glabrous herb. 	-	-	-	-	-	-	-	Inflorescence |, single, |, glabrous or minutely puberulent; |, reddish; 	-	-	-	-	-	-	-	floral bracts rounded, glandular. 	-	-	-	-	-	erect	-	-	-	peduncle not slender, 	3.5-5 cm long	terminal	-	spike 	-	-	2-5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex rounded or emarginate, 	base cuneate; 	-	-	4.5 x 3-4 cm	-	ellipic to obovate (to broadly ovate in extra-Guianan specimens)	-	-	petiole not grooved or winged, 	0.5-1.5 cm long	-	-	-	-	pinnately veined veins branching off in lower part of primary vein, may be obsolete when dried. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem ascending. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	200-700 m	
Peperomia hernandiifolia 	-	-	-	-	-	-	     	apex with slender beak and stigma at base of beak.	-	-	-	-	-	-	-	-	Epiphytic, terrestrial or epilithic herb, creeping. 	-	-	-	-	-	-	-	Inflorescence |, solitary; |, minutely pubescent, green; |, densely flowered; 	-	-	-	-	-	-	-	floral bracts rounded, glabrous, glandular. 	-	-	-	-	-	-	-	-	-	peduncle not slender, 	1.5-5.5 cm long	terminal or axillary	-	spike 	-	-	3-5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex acuminate, 	base rounded, minutely pubescent, glabrescent; 	-	-	4.5-8(-12) x 3-5.5(-8) cm	margin somewhat ciliate, 	narrowly ovate, ovate or almost orbicular	coriaceous or subcoriaceous	-	petiole attached 	3-11(-16) cm long	1-3 cm from base	-	-	-	veins 9-11 arising from base. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem |, retrorsely minutely crisp-pubescent, green and reddish. 	-	-	-	-	to 0.4 cm thick when dried	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	elev. 	500-2000 m	
Peperomia lancifolia 	-	-	-	-	-	-	     	apex with short beak and subapical stigma.	-	-	-	-	-	-	-	-	Terrestrial, epilithic or epiphytic herb, erect or ascending and rooting at decumbent base. 	-	-	-	-	-	-	-	Inflorescence |, solitary, bifurcate or once-branched; |, |, with linear-(ob)lanceolate, cadoucous bracts; |, whitish or yellowish green; 	-	common peduncle green, not slender, 	lateral branches 	0.5-1.3 cm long	2-6 cm long	-	-	floral bracts rounded, glabrous, glandular. 	-	-	-	-	-	-	-	-	-	-	-	terminal or in upper leaf axils	-	spike densely flowered, erect, 	-	-	4-11 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex acuminate, 	base acute, decurrent into petiole, glabrous; 	-	-	(3.5-)7-17 x (0.7-)1-3 cm	-	narrowly elliptic or narrowly oblanceolate	fleshy and membranous	-	petiole 	0.5-1 cm long	-	-	-	-	pinnately 7-11-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem glabrous, |, green or reddish. 	-	-	10-34 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from 	700-1600 m	
Peperomia lancifolia subsp.lancifolia	-	-	-	-	-	-	     	apex with short beak and subapical stigma.	-	-	-	-	-	-	-	-	Terrestrial, epilithic or epiphytic herb, erect or ascending and rooting at decumbent base. 	-	-	-	-	-	-	-	Inflorescence |, solitary, bifurcate or once-branched; |, |, with linear-(ob)lanceolate, cadoucous bracts; |, whitish or yellowish green; 	-	common peduncle green, not slender, 	lateral branches 	0.5-1.3 cm long	2-6 cm long	-	-	floral bracts rounded, glabrous, glandular. 	-	-	-	-	-	-	-	-	-	-	-	terminal or in upper leaf axils	-	spike densely flowered, erect, 	-	-	4-11 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex acuminate, 	base acute, decurrent into petiole, glabrous; 	-	-	(3.5-)7-17 x (0.7-)1-3 cm	-	narrowly elliptic or narrowly oblanceolate	fleshy and membranous	-	petiole 	0.5-1 cm long	-	-	-	-	pinnately 7-11-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem glabrous, |, green or reddish. 	-	-	10-34 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from 	700-1600 m	
Peperomia macrostachya 	-	-	-	-	-	-	     	apex obliquely scutellate with subapical stigma.	-	-	-	-	-	-	-	-	Epiphytic herb, often growing on ants' nests, creeping or hanging and rooting at nodes. 	-	-	-	-	-	-	-	Inflorescence |, few together; |, glabrous or minutely pubescent or papillose, red or brown; |, yellow to green, densely flowered; 	-	-	-	-	-	-	-	floral bracts rounded, dentate or fimbriate, glandular. 	-	-	-	-	-	pendent	-	-	-	peduncle not slender, 	to 1.5(-3) cm long	terminal	-	spike 	-	-	to 30 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex acute or acuminate, 	base rounded or cordulate or acutish, glabrous or slightly pubescent, a waxy exudate like small scales or stars is usually present on upper surface; 	-	-	4-11 x 1.5-6 cm	-	narrowly elliptic to ovate	fleshy-coriaceous or subcoriaceous	-	petiole 	0.5-2 cm long	-	-	-	-	venation obsolete, 7-9-pli-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem glabrous, |, green or green with red nodes. 	-	-	to 100 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in wet forest, 	from sea level to 1800 m	
Peperomia magnoliifolia 	-	-	-	-	-	-	     	-	-	-	-	-	stigma at base of beak.	-	-	-	Epiphytic, epilithic or terrestrial herb. 	-	-	-	-	-	-	-	Inflorescence |, solitary or usually 2(-few) together; |, glabrous, green or pinkish; |, green, white or yellow, densely flowered; |, glabrous, glandular. 	-	-	-	-	-	-	-	floral bracts rounded, 	5-7 mm in diam.	-	-	-	-	erect	-	-	-	peduncle slender (when dried) or not slender, 	1-8 cm long	terminal	-	spike 	-	-	to 18 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex rounded, obtuse occasionally slightly emarginate to acutish, 	base cuneately decurrent into petiole, sometimes abruptly contracted, glabrous; 	-	-	4.5-14 x 2.5-6 cm	-	obovate or elliptic, sometimes even broadly elliptic	fleshy	-	petiole 	1-7 cm long	-	-	-	-	venation obvious, ca. 7-pli-veined, or a few veins branching off primary vein or obsolete when dried. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem erect, creeping or ascending, rooting at nodes, |, glabrous, green or green with red spots. 	-	-	10-50 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from sea level to over 1200 m	
Peperomia maguirei 	-	-	-	-	-	-	     	apex with short, thick style and apical stigma.	-	-	-	-	-	-	-	-	Epiphytic or epilithic herb, erect or ascending from prostrate, rooting base. 	-	-	-	-	-	-	-	Inflorescence solitary, |, villous, green or reddish brown; |, green, densely flowered, 	-	-	-	-	-	-	-	floral bracts rounded, with scariose margin, glabrous, glandular. 	-	-	-	-	-	erect	-	-	-	peduncle 	1-2 cm long	terminal	-	spike 	-	-	2-7 cm long	rachis hardly ridged; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex rounded to emarginate, 	base acute, glabrous or loosely villous on upper surface, glabrescent, glabrous below; 	-	-	1-3.5 x 0.6-2.3 cm	margin not ciliate, 	obovate or somewhat elliptic	fleshy coriaceous	-	petiole 	0.2-0.6 cm long	-	-	-	-	veins 3, obvious. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem loosely villous, |, green or reddish brown. 	-	-	10 cm long when fruiting	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	up to 700 m	
Peperomia obtusifolia 	-	-	-	-	-	-	     	apex abruptly contracted into slender beak, which is curved or curled at tip, 	-	-	-	-	stigma at base of beak.	-	-	-	Epiphytic, epilithic or terrestrial herb. 	-	-	-	-	-	-	-	Inflorescence |, solitary or few together; |, usually minutely pubescent; |, greenish white to yellow, densely flowered; |, glabrous, glandular. 	-	-	-	-	-	-	-	floral bracts rounded, 	2-4 mm in diam.	-	-	-	-	-	-	-	-	both the common peduncle and those of individual spikes bracteate, green or pinkish, slender (when dried) or not slender, together 	1-14 cm long	terminal	-	spikes 	-	-	to 18 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade shiny green, pale green below, 	apex rounded, obtuse or emarginate, 	base cuneate, glabrous; 	-	-	4-14.5 x 2.5-6.5 cm	-	elliptic, obovate or subspathulate	coriaceous	-	petiole green or green with red spots, 	1-6.5 cm long	-	-	-	-	venation obvious or hardly visible, ca, 7-pli-veined, or few veins branching off primary vein. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem erect, creeping or ascending, rooting at nodes, glabrous, green or green with red spots. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from sea level to over 1200 m	
Peperomia ouabianae 	-	-	-	-	-	-	     	apex oblique with subapical stigma.	-	-	-	-	-	-	-	-	Epiphytic or epilithic herb, creeping and rooting at nodes. 	-	-	-	-	-	-	-	Inflorescence |, solitary; |, glabrous or minutely pubescent, green; |, sparsely to densely flowered; 	-	-	-	-	-	-	-	floral bracts rounded, glabrous, glandular. 	-	-	-	-	-	-	-	-	-	peduncle slender, 	to 1.5 cm long	terminal	-	spike 	-	-	1.5-5.5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade glandular-dotted, 	apex obtuse, 	base acute to obtuse, sparsely to densely villous above, less so beneath, or glabrescent; 	-	-	0.5-2 x 0.3-0.9 cm	margin ciliate, 	oblong-elliptic or oblong-obovate or almost orbicular	-	-	petiole 	to 0.5 cm long	-	-	-	-	venation obvious, palmately 3-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem loosely villous, |, green to reddish. 	-	-	3-8 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from sea level 	to 850-1400 m	
Peperomia pellucida 	-	-	-	-	-	-	     	-	-	-	-	-	stigma apical, a short style may be developed.	-	-	-	Terrestrial herb, delicate, erect, glabrous, annual. 	-	-	-	-	-	-	-	Inflorescence |, solitary; |, green; 	-	-	-	-	-	-	-	floral bracts rounded, glabrous, minutely glandular. 	-	-	-	densely flowered; 	-	-	-	-	-	peduncle slender, 	to 1 cm long	terminal	-	spike 	-	-	1-6 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex acute to obtuse, 	base rounded, cordulate or truncate; 	-	-	1-3.7(-5) x 1-3.5(-5.5) cm	-	broadly elliptic to deltoid	membranous, often drying translucent	-	petiole 	to 0.3-2.5 cm long	-	-	-	-	palmately 5-7-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem |, green often reddish tinged. 	-	-	10-30(-40) cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Peperomia pernambucensis 	-	-	-	-	-	-	     	apex truncate with central stigma.	-	-	-	-	-	-	-	-	Terrestrial or epiphytic, erect herb, glabrous except for pubescent peduncle. 	-	-	-	-	-	-	-	Inflorescence |, paniculate; |, densely velvety pubescent, green; |, green, densely flowered; 	-	-	-	-	-	-	-	floral bracts rounded, glabrous, glandular. 	-	-	-	-	-	-	-	-	-	peduncle 	5 cm long	terminal	-	spikes 	-	-	4-8 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex acuminate, 	base cuneate; 	-	-	15-30 x 4-12 cm	-	narrowly elliptic or oblanceolate	membranous	-	petiole to 	0.25 cm long	-	-	-	-	venation pinnate with 4-5(-8) lateral pairs of veins. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem |, green. 	-	-	to 5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	to 700 m	
Peperomia popayanensis 	-	-	-	-	-	-	     	apex with slender beak and stigma at base of beak.	-	-	-	-	-	-	-	-	Terrestrial, ascending, almost glabrous herb, rooting at nodes. 	-	-	-	-	-	-	-	Inflorescence |, solitary; |, with 2-3 caducous bracts, green; |, green; 	-	-	-	-	-	-	-	floral bracts, rounded, glabrous. 	-	-	-	-	-	-	-	-	-	peduncle slender, 	3-7 cm long	axillary	-	spike 	-	-	17 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex acuminate, 	base rounded to cordulate, minutely ciliate towards apex; 	-	-	to 12 x 7 cm	-	ovate	coriaceous	-	petiole 	to 20 cm long	-	-	-	-	somewhat pli-veined with 2 pairs at base and 2-3 pairs from primary vein. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem glabrous, green. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Peperomia purpurinervis 	-	-	-	-	-	-	     	-	-	-	-	-	stigma apical.	-	-	-	Epiphytic, terrestrial or epilithic herb, creeping to ascending. 	-	-	-	-	-	-	-	Inflorescence |, solitary; |, glabrous or minutely pubescent; |, yellow or pale green or greenish white, laxly flowered; 	-	-	-	-	-	-	-	floral bracts rounded, glabrous, glandular. 	-	-	-	-	-	-	-	-	-	peduncle not slender, 	0.5-2.5 cm long	terminal	-	spike erect, 	-	-	5-7 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex acute to obtuse, 	base acute or obtuse, glabrous or slightly hirtellous, green above, often magenta-red below; 	-	-	1-3.5 x 0.8-2.3 cm	-	elliptic, subobovate or broadly ovate	fleshy-coriaceous	-	petiole 	0.2-1 cm long	-	-	-	-	veins 3, obvious, often red below. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem glabrous to minutely pubescent (with white hairs, Persaud 52), |, reddish. 	-	-	10-28 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in dense forest on sandstone, 	1120-2750 m	
Peperomia quadrangularis 	-	-	-	-	-	-	Fruits somewhat sunken when young, slightly stipitate when ripe, ovoid, smooth and shiny (in vivo) brown, upper half often grayish, verruculose or papillate, with apical stigma.	-	-	-	-	-	-	-	-	-	Epiphytic or epilithic herb, creeping or hanging, sometimes mat-forming. 	-	-	-	-	-	-	-	Inflorescence |, solitary or two together, |, pubescent, 2-bracteate, red, brownish or green; |, green or yellow-green, laxly to moderately flowered; 	-	-	-	-	-	-	-	floral bracts rounded or oblong, glabrous, glandular; 	-	-	-	-	-	erect	-	-	-	peduncle not slender, 	0.5-4 cm long	axillary or occasionally terminal	rachis strongly ridged (at least when dried). 	spike 	-	-	up to 6 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex obtuse, rounded or slightly acute, 	base acute to rounded, dark green above, with paler veins beneath, minutely puberulent above, sparsely so and glabrescent beneath; 	-	-	1-4.5 x 0.8-2.2(-2.7) cm	margin ciliate, 	broadly elliptic, obovate or orbicular	fleshy coriaceous	-	petiole 	0.1-0.5 cm long	-	-	-	-	palmately 3-veined, veins impressed above, prominent beneath. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	internodes 	2-6 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in savanna forest, 	up to 200 m	
Peperomia quadrifolia 	-	-	-	-	-	-	     	apex attenuate or somewhat stylose, 	-	-	-	-	stigma apical.	-	-	-	Epiphytic, trailing, glabrous herb. 	-	-	-	-	-	-	-	Inflorescence |, solitary, |, green; |, densely flowered, green; 	-	-	-	-	-	-	-	floral bracts rounded, glabrous and sparsely glandular. 	-	-	-	-	-	erect	-	-	-	peduncle not slender, 	up to 1.7 cm long	terminal	-	spike 	-	-	1-3.5 (according to Henkel 946, to 10) cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex emarginate, occasionally with hairs in indentation, 	base acute; 	-	-	0.6-1.8 x 0.4-1.0 cm	-	subspathulate, or elliptic-, or oblong-obovate	fleshy-coriaceous	-	petiole 	0.1-0.4 cm long	-	-	-	-	palmately 3-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem erect to ascending, glabrous, |, green or reddish. 	-	-	up to 25 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from 	1000-2800 m	
Peperomia reptans 	-	-	-	-	-	-	Fruits basely attached, subglobose to ovoid, with more or less hooked beak and subapical stigma.	-	-	-	-	-	-	-	-	-	Epiphytic, terrestrial or epilithic herb, creeping. 	-	-	-	-	-	-	-	Inflorescence single, |, longer than spike, pubescent, sometimes red; |, green or yellow, densely flowered; 	-	-	-	-	-	-	-	floral bracts rounded, glandular. 	-	-	-	-	-	-	-	-	-	peduncle not slender, often bracteate, 	3-6 cm long	axillary	-	spike 	-	-	1-2.5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex acutely obtuse, 	base cordate, cordulate or rounded, brown appressed-pilose above, below light green (Tillett), red with green (Persaud) or brown (Hahn) stripes and white hairs (Persaud); 	-	-	0.8-2.5 x 0.8-2.5 cm	margin ciliate, 	broadly ovate to deltoid	fleshy, coriaceous	-	petiole 	1-1.5(-4.5) cm long	-	-	-	-	venation obvious in dried state, obsoletely palmately 5-7-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem succulent, glossy, retrorsely crisp-pubescent, green with red spots or reddish. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from 	300-1900 m	
Peperomia rhombea 	-	-	-	-	-	-	Fruits ellipsoid or ovoid, |, slightly stipitate at maturity, 	-	-	-	0.9-1 mm long	-	stigma apical.	-	-	-	Epiphytic, stoloniferous herb. 	-	-	-	-	-	-	-	Inflorescence |, solitary, simple; |, minutely pubescent; 	-	-	-	-	-	-	-	floral bracts rounded, glabrous, 	0.4-0.5 mm in diam.	-	-	-	-	-	-	-	-	peduncle 	0.8-3.7 cm long	terminal	-	spike 	-	-	2.2-6 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	-	-	-	-	1.3-1.5 x 0.4-1 cm	margin ciliolate at apex, obtuse at apex, narrowly acute at base, glabrous above, sparsely minutely pubescent below; 	subrhombic, elliptic or narrowly elliptic	coriaceous fleshy	-	petiole 	0.1-0.5 cm long	-	-	-	-	distinctly palmately 3-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem sparsely pubescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Peperomia rotundifolia 	-	-	-	-	-	-	     	apex oblique with subapical stigma.	-	-	-	-	-	-	-	-	Epiphytic or epilithic herb, prostrate with ascending stem tips rooting at nodes. 	-	-	-	-	-	-	-	Inflorescence |, solitary; |, pubescent or glabrous; |, yellow to red, moderately to densely flowered; 	-	-	-	-	-	-	-	floral bracts rounded, glabrous, glandular. 	-	-	-	-	-	-	-	-	-	peduncle not nodose, without bract, 	up to 1 cm long	terminal	-	spike 	-	-	2-6 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blades 	apex rounded, 	base rounded, glabrous to puberulent; 	-	-	(0.5-)1-1.2 x (0.5-)1-1.2 cm	margin ciliate, 	broadly elliptic to elliptic or almost orbicular	fleshy or fleshy coriaceous	fertile branches often with distally progressively smaller leaves; 	petiole 	up to 1 cm long	-	-	-	-	obsolete palmately 3-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	internodes 	0.3-2 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	humid forests 	from sea level up to 1000 m	
Peperomia serpens 	-	-	-	-	-	-	     	apex with slender beak and subapical stigma.	-	-	-	-	-	-	-	-	Epiphytic or epilithic herb, creeping or twining and rooting at nodes. 	-	-	-	-	-	-	-	Inflorescence |, solitary; |, crisp-pubescent, not winged, green; |, pale green, densely flowered; 	-	-	-	-	-	-	-	floral bracts rounded, glabrous, glandular. 	-	-	-	-	-	-	-	-	-	peduncle nodose or with 1-2 caducous bracts, not slender, 	to 3 cm long	terminal	-	spike 	-	-	up to 1.7 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex rounded, 	base rounded, some hairs on young leaves only; 	-	-	1-2 x 1-2 cm	-	broadly elliptic or deltoid	fleshy or slightly coriaceous	-	petiole 	to 2 cm long	-	-	-	-	venation obsoletely 3-5-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	internodes 	0.5-3 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from sea level to 1200 m	
Peperomia tenella 	-	-	-	-	-	-	Fruits slightly stipitate at maturity, ellipsoid to obpyriform, with short beak and apical stigma.	-	-	-	-	-	-	-	-	-	     	fertile stems erect. 	-	-	-	-	-	-	Inflorescence |, solitary; |, glabrous, green; |, green, flowers distinctly separate; 	-	-	-	-	-	-	-	floral bracts rounded to narrowly oblong, glabrous, glandular. 	-	-	-	-	-	erect	-	-	-	peduncle not slender, 	0.4-1.5 cm long	terminal	-	spike 	-	-	1.7-4 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex obtuse and minutely emarginate with hairs in indentation, 	base acutish to obtuse, glabrous and ciliate, sometimes sparsely pilose; 	-	-	0.6-1.5 x 0.2-1.4 cm	-	elliptic or ovate	fleshy-subcoriaceous	-	petiole 	0.1-0.5 cm long	-	-	-	-	obsoletely palmately 3-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	internodes 	0.2-1.6 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in forests especially cloud forests, at 	high altitudes up to 1580 m	
Peperomia tetraphylla 	-	-	-	-	-	-	     	apex with short beak and subapical stigma.	-	-	-	-	-	-	-	-	Epiphytic or rarely epilithic herb, cespitose or rooting at nodes and ascending. 	-	-	-	-	-	-	-	Inflorescence |, solitary; |, minutely pubescent, green; |, cream-white; 	-	-	-	-	-	-	-	floral bracts rounded, glabrous, glandular. 	-	-	-	-	-	-	-	-	-	peduncle 	to 2 cm long	terminal	rachis pubescent; 	spike 	-	-	up to 4 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex obtuse, rounded or emarginate, 	base obtuse to subacute, somewhat ciliate towards apex and sparsely puberulent to glabrous; 	-	-	0.6-1.2 x 0.4-1.0 cm	-	rhombic, ovate-elliptic to suborbicular	fleshy to subcoriaceous	-	petiole 	0.05-0.2 cm long	-	-	-	-	obsoletely palmately 3-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem |, minutely pubescent, green. 	-	-	to 25 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	at higher altitudes.	-	
