-	/anthocarps*	/anthocarps*/shape	/anthocarps*/texture	/anthocarps*/hairs	/anthocarps*/hairs/shape	/anthocarps/colour*	/anthocarps/colour*/growth form	/anthocarps/colour*/colour	/anthocarps/dimensions*	/anthocarps/hairs*	/anthocarps/hairs*/shape	/anthocarps/hairs*/texture	/anthocarps/hairs*/hairs	/anthocarps/shape*	/anthocarps/shape*/shape	/capsules*	/capsules*/shape	/capsules*/texture	/capsules*/hairs	/capsules/seeds/shape*	/capsules/seeds/shape*/shape	/female perianth*	/female perianth*/shape	/female perianth/shape*	/female perianth/shape*/shape	/flowers*	/flowers*/shape	/flowers*/texture	/flowers*/hairs	/flowers*/growth form	/flowers/dimensions*	/flowers/ovary*	/flowers/ovary*/shape	/flowers/ovary*/position	/flowers/ovary/locule number*	/flowers/ovary/shape*	/flowers/ovary/shape*/shape	/flowers/ovary/shape*/texture	/flowers/ovary/style*	/flowers/ovary/style*/shape	/flowers/stamens/anthers*	/flowers/stamens/anthers*/shape	/flowers/stamens/filaments*	/flowers/stamens/filaments*/shape	/flowers/stamens/filaments*/growth form	/flowers/stamens/stamen number*	/fruits*	/fruits*/shape	/fruits*/texture	/fruits*/hairs	/fruits*/growth form	/fruits/seeds/colour*	/fruits/seeds/colour*/texture	/fruits/seeds/colour*/colour	/fruits/seeds/embryo*	/fruits/seeds/embryo*/shape	/fruits/seeds/shape*	/fruits/seeds/shape*/shape	/fruits/seeds/testa/texture*	/fruits/seeds/testa/texture*/shape	/fruits/seeds/testa/texture*/texture	/fruits/seeds/testa/texture*/growth form	/fruits/shape*	/fruits/shape*/shape	/fruits/texture*	/fruits/texture*/texture	/habit*	/habit*/environment	/habit*/shape	/habit*/texture	/habit*/growth form	/habit*/colour	/habit/growth form*	/habit/growth form*/environment	/habit/growth form*/growth form	/habit/hairs*	/habit/hairs*/hairs	/habit/height*	/habit/height*/shape	/habit/stems*	/habit/stems*/shape	/habit/stems*/texture	/habit/stems*/growth form	/habit/stems/colour*	/habit/stems/colour*/colour	/habit/stems/growth form*	/habit/stems/growth form*/growth form	/habit/stems/hairs*	/habit/stems/hairs*/hairs	/habit/stems/length*	/inflorescences*	/inflorescences*/shape	/inflorescences*/position	/inflorescences*/margin type	/inflorescences*/hairs	/inflorescences*/growth form	/inflorescences*/colour	/inflorescences/bracteoles*	/inflorescences/bracteoles*/shape	/inflorescences/bracteoles*/margin type	/inflorescences/bracteoles/bracteole number*	/inflorescences/bracteoles/length*	/inflorescences/bracteoles/shape*	/inflorescences/bracteoles/shape*/shape	/inflorescences/bracts*	/inflorescences/bracts*/shape	/inflorescences/bracts and bracteoles*	/inflorescences/bracts and bracteoles*/shape	/inflorescences/bracts/length*	/inflorescences/bracts/shape*	/inflorescences/bracts/shape*/shape	/inflorescences/flower number*	/inflorescences/flower number*/hairs	/inflorescences/flowers*	/inflorescences/flowers*/shape	/inflorescences/flowers*/colour	/inflorescences/hairs*	/inflorescences/hairs*/shape	/inflorescences/hairs*/texture	/inflorescences/hairs*/hairs	/inflorescences/hairs*/colour	/inflorescences/length*	/inflorescences/pedicels*	/inflorescences/pedicels*/shape	/inflorescences/pedicels*/texture	/inflorescences/pedicels/hairs*	/inflorescences/pedicels/hairs*/shape	/inflorescences/pedicels/hairs*/hairs	/inflorescences/pedicels/length*	/inflorescences/peduncle/hairs*	/inflorescences/peduncle/hairs*/shape	/inflorescences/peduncle/hairs*/hairs	/inflorescences/peduncle/length*	/inflorescences/position*	/inflorescences/position*/shape	/inflorescences/position*/position	/inflorescences/position*/growth form	/inflorescences/shape*	/inflorescences/shape*/shape	/inflorescences/shape*/position	/leaves*	/leaves*/shape	/leaves*/margin type	/leaves*/hairs	/leaves*/growth form	/leaves/blade*	/leaves/blade*/shape	/leaves/blade*/texture	/leaves/blade*/margin type	/leaves/blade*/hairs	/leaves/blade*/colour	/leaves/blade/dimensions*	/leaves/blade/dimensions*/shape	/leaves/blade/hairs*	/leaves/blade/hairs*/shape	/leaves/blade/hairs*/position	/leaves/blade/hairs*/hairs	/leaves/blade/hairs*/hairs/shape	/leaves/blade/shape*	/leaves/blade/shape*/shape	/leaves/blade/shape/dimensions*	/leaves/blade/texture*	/leaves/blade/texture*/texture	/leaves/blade/texture*/hairs	/leaves/length*	/leaves/petiole*	/leaves/petiole*/shape	/leaves/petiole*/texture	/leaves/petiole*/growth form	/leaves/petiole/hairs*	/leaves/petiole/hairs*/texture	/leaves/petiole/hairs*/hairs	/leaves/petiole/length*	/leaves/shape*	/leaves/shape*/shape	/leaves/shape*/margin type	/leaves/shape/dimensions*	/leaves/stipules*	/leaves/stipules*/shape	/leaves/stipules*/position	/leaves/stipules*/growth form	/leaves/stipules/length*	/male flowers/tepals/shape*	/male flowers/tepals/shape*/shape	/male perianth*	/male perianth*/position	/male perianth*/growth form	/male perianth/shape*	/male perianth/shape*/shape	/male perianth/shape*/texture	/male perianth/stamens/stamen number*	/petiole*	/petiole*/shape	/petiole*/margin type	/petiole/blade/apex/shape*	/petiole/blade/apex/shape*/shape	/petiole/blade/base/shape*	/petiole/blade/base/shape*/shape	/petiole/blade/dimensions*	/petiole/blade/shape*	/petiole/blade/shape*/shape	/petiole/blade/shape/dimensions*	/petiole/length*	/seeds*	/seeds*/hairs	/seeds*/growth form	/sepals*	/sepals*/shape	/sepals*/margin type	/sepals*/growth form	/sepals/shape*	/sepals/shape*/shape	/sepals/stamens/stamen number*	/stems*	/stems*/shape	/stems*/growth form	/tepals*	/tepals*/shape	/tepals*/margin type	/tepals*/hairs	/tepals*/growth form	/tepals/colour*	/tepals/colour*/colour	/tepals/hairs*	/tepals/hairs*/shape	/tepals/hairs*/hairs	/tepals/shape*	/tepals/shape*/shape	/tepals/shape/length*	/tepals/stamens/stamen number*	/utricles*	/utricles*/shape	/utricles*/texture	/utricles*/growth form	/utricles/seeds/colour*	/utricles/seeds/colour*/colour	/utricles/seeds/shape*	/utricles/seeds/shape*/shape	/utricles/shape*	/utricles/shape*/shape	/utricles/shape*/texture	/habitat*	/habitat*/environment	/habitat*/texture	/habitat*/hairs	/habitat*/growth form	/habitat*/colour	/habitat/altitude*	/habitat/altitude*/environment	
Phytolacca thyrsiflora 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit depressed, 	-	-	-	-	black	-	black	-	-	reniform	reniform	-	-	-	-	-	-	-	-	Shrub 	-	-	-	-	-	-	-	-	-	-	to 3 m tall	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence a |, 	-	-	-	-	-	-	bracteoles 	-	-	-	1-2.5 mm long	linear	linear	bracts 	-	-	-	2-6 mm long	linear	linear	many-flowered	-	-	-	-	-	-	-	-	-	9-30 cm long	pedicels 	-	-	weakly to strongly puberulent	-	puberulent	to 15 mm long	-	-	-	-	terminal or pseudolateral	-	lateral,terminal	-	weakly subthyrsiform raceme (rarely a panicle with 2 branches from base, Sastre 282)	subthyrsiform	-	Leaves |, acuminate, often undulate and decurrent	acuminate,decurrent	undulate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	petiole 	-	-	-	-	-	-	1.5-4 cm long	ovate, lanceolate, oblanceolate, or lance-elliptical, 	elliptical,lanceolate,ovate	-	ca. 7.5-20 x 3-9 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tepals |, reflexed in fruit|, 	-	-	-	-	greenish-white to pink	green,pink,white	-	-	-	concave, elliptical, 	concave,elliptical	-	9-12	-	-	-	-	-	-	-	-	-	-	-	savanna woodlands	-	-	-	-	-	-	-	
RIVINA  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	ovary 	-	-	-	ovoid or subglobose	ovoid,subglobose	-	style 	-	anthers dorsifixed; 	-	filaments free, 	-	-	(3-)4(-9)	Fruit a |, 	-	-	-	-	-	-	-	embryo curved, 	curved	lenticular	lenticular	crustaceous	-	crustaceous	-	globose	globose	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	stems 	-	-	-	-	-	erect or sprawling	sprawling	-	-	-	Inflorescences 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary or terminal	-	axillary,terminal	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	stipules absent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Rivina humilis 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit 	-	-	-	-	bluish-black	-	black,bluish	-	-	-	-	-	-	-	-	ovoid	ovoid	smooth	smooth	Annual herb or subshrub 	subshrub	-	-	-	-	often shrubby and with spreading, vinelike branches from base	shrub	vine	-	-	to 1.2 m tall	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence an 	-	-	-	-	-	-	bracteoles scalelike, immediately subtending perianth,	-	-	-	<0.3 mm long	-	-	bracts very 	-	-	-	0.6-1 mm long	narrowly lance-linear	lance,linear,narrow	-	-	-	-	-	-	-	-	-	-	to 20 cm long	pedicels 	-	-	glabrous	-	glabrous	2.4-4 mm long in flower, elongating to ca. 7 mm in fruit	-	-	-	-	axillary or terminal	-	axillary,terminal	-	-	-	-	Leaves |, acute or acuminate at apex, rounded to truncate at base|, often undulate; 	acuminate,acute,rounded,truncate	undulate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	petiole 	-	-	-	pubescent with stiff hairs continuing on midvein of lower leaf surface	stiff	hairs	to 11 cm long	lanceolate, ovate-lanceolate, ovate or oblong, sometimes elliptical, 	elliptical,lanceolate,oblong,ovate	-	to 15 x 9 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem ribbed, 	-	-	Tepals |, obtuse|, partially enclosing fruit; |, |, 	obtuse	-	-	-	white, greenish or pinkish	green,pinkish,white	glabrous or ciliate	-	ciliate,glabrous	obovate to linear-oblong or oblong-elliptic, 	elliptic,linear,oblong,obovate	-	4	-	-	-	-	-	-	-	-	-	-	-	weed in disturbed areas	-	-	-	-	-	-	-	
SEGUIERIA  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	ovary 	-	-	1-locular	-	-	-	-	-	anthers versatile, extrorse, 	-	-	-	-	ca. 15-65	Fruit a samara with a dorsal wing, growing out from elongating style, |, 	-	-	-	-	-	-	-	embryo extremely curved.	curved	globose or compressed-globose	globose	coriaceous	-	coriaceous	-	-	-	-	-	Trees, 	-	-	-	-	-	more or less scandent	-	scandent	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences 	-	-	-	-	-	-	bracteoles similar to but smaller than bracts, or absent. 	small	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary and terminal	-	axillary,terminal	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	stipules seemingly present at base of older leaves, as paired thorns, or absent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	secondary forests	forest	-	-	-	-	-	-	
Seguieria americana 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Liana or scandent shrub (or small tree) climbing to |, trunk 	shrub	small	-	scandent	-	-	-	-	-	-	ca. 10 m	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence an 	-	-	-	-	-	-	bracteoles 	-	-	-	to 1.3 mm	triangular, concave	concave	bracts leaf-like at base of inflorescence and diminishing in size upwards; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	to 40 cm long	pedicels 	-	-	densely puberulent	-	densely,puberulent	3-10 mm long	-	-	-	-	axillary or terminal	-	axillary,terminal	-	-	-	-	Leaves |, acuminate or obtuse at apex, rounded at base|, stout, 	acuminate,obtuse,rounded	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	petiole 	-	-	-	glabrous	-	glabrous	3-10 mm long	ovate or elliptical, 	elliptical,ovate	-	to 15.5 x 8 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tepals |, obtuse|, |, 	obtuse	-	-	-	white or pale yellow	pale yellow,white	-	-	-	ovate, 	ovate	to 7.5-8 mm	30-65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Seguieria macrophylla 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tall liana or climbing shrub. 	shrub	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence an 	-	-	-	-	-	-	bracteoles 	-	-	-	to 1.5 mm	acicular	acicular	bracts 	-	-	-	to 5 mm	acicular	acicular	-	-	-	-	-	sparsely to densely puberulent	-	-	densely,puberulent	-	to 50 cm long	pedicels 	-	-	-	-	-	3-9 mm long	-	-	-	-	axillary or terminal	-	axillary,terminal	-	-	-	-	Leaves |, |, stout, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	petiole 	-	-	-	-	-	-	3-14 mm long	elliptical or ovate-elliptical	elliptical,ovate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tepals |, |, 	-	-	-	-	greenish-yellow, becoming dark on drying	green	-	-	-	-	-	-	ca. 15-40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
TRICHOSTIGMA  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	ovary 	-	-	1-locular	cylindrical to globose	cylindric,globose	-	style short or absent, 	short	anthers basifixed; 	-	filaments free, 	-	-	8-12(-25)	Fruit a |, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	globose or lenticular	globose,lenticular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences |, condensed or lax racemes; |, deciduous; |, immediately subtending flower, persistent, minute. 	minute	-	-	dense	-	-	bracteoles 	-	-	2	-	-	-	bracts 	-	-	-	-	linear	linear	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	terminal or pseudo-axillary	-	axillary,terminal	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	stipules minute, deciduous. 	minute	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Trichostigma octandrum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit 	-	-	-	-	black, shining	-	black	-	-	-	-	-	-	-	-	subglobose	subglobose	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence a |, deciduous; |, scale-like, |, immediately below perianth. 	-	-	-	-	-	-	bracteoles 	-	-	2	ca. 0.5 mm long	triangular	triangular	bracts 	-	-	-	1-2 mm long	lance-linear	lance,linear	laxly to rather densely many-flowered	densely	-	-	-	-	-	-	-	-	to 13 cm long	pedicels 	-	-	-	-	-	3-10 mm long	-	-	-	-	often pseudo-axillary	-	axillary	-	-	-	-	Leaves |, acute or acuminate at apex, cuneate to acute or rounded at base|, glabrous|, 	acuminate,acute,cuneate,rounded	-	glabrous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	petiole 	-	-	-	sparsely pubescent, 	-	-	-	oblong, elliptical or lanceolate (rarely ovate), 	elliptical,lanceolate,oblong,ovate	-	5-15 x 2-6 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tepals |, concave, obtuse|, free, |, 	concave,obtuse	-	-	-	greenish-white or white in flower, turning red, purple or purplish-pink in fruit	green,pink,purple,red,white	-	-	-	ovate or obovate, 	ovate	-	8-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NYCTAGINACEAE  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anthers dehiscent by longitudinal slits, 	-	filaments unequal, 	-	-	1-10(-30)	Fruit a |, often viscous when wet; |, 	-	-	-	-	-	-	-	embryo curved or straight.	curved	-	-	-	-	-	-	-	-	coriaceous, fleshy	coriaceous,fleshy	Annual or perennial herbs, shrubs or trees, 	shrub	-	-	-	-	sometimes scandent or prostrate	-	scandent	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence of |, diffuse or congested, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	terminal or axillary	-	axillary,terminal	-	paniculate or corymbose cymes (sometimes flowers axillary and solitary, or in thyrses, racemes, spikes, umbels or capitules), pedunculate, usually bracteate or variously involucrate	paniculate	axillary	     	-	-	-	-	blade 	-	-	-	-	-	-	-	-	-	-	-	-	symmetric or oblique at base	oblique	-	membranaceous to carneous	-	-	-	sessile or petiolate; 	sessile	-	-	-	-	-	-	-	-	-	-	exstipulate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
BOERHAVIA  	Anthocarps shortly stipitate, clavate, |, with |, descending.	clavate,short,stipitat	-	-	-	green	-	green	-	-	-	-	-	fusiform or subellipsoid, 	fusiform,subellipsoid	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	ovary shortly stipitate,       	short,stipitat	-	-	-	-	-	style 	-	-	-	filaments free or connate below, 	-	connate	1-3(-5)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	glabrous or pubescent. 	glabrous	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences varying from a |, minute, hyaline. 	minute	-	-	-	-	-	bracteoles 	-	-	1-3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pedicellate or subsessile; 	subsessile	-	-	-	-	-	-	-	-	-	terminal or axillary	-	axillary,terminal	-	-	-	-	     	-	-	-	-	blade 	-	-	-	-	-	-	-	-	-	-	-	-	linear	linear	-	-	-	-	-	petiolate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Boerhavia diffusa 	Anthocarp sessile or subsessile, clavate, |, obtuse|, |, castaneous.	clavate,obtuse,sessile	-	-	-	green	-	green	-	-	-	-	-	narrowly oblanceoloid or subellipsoid, 	narrow,oblance,subellipsoid	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence a |, pedunculate, strict or diffusely branched, |, bracteolate at base; 	branched	-	-	-	-	-	bracteole 	-	-	-	0.9-1.7 mm long	-	-	bracts 	-	-	-	-	lanceolate, hyaline	lanceolate	-	-	-	-	-	-	-	-	-	-	to 45 cm long	pedicel 	-	-	-	-	-	0-0.5 mm long	-	-	-	-	terminal or axillary	-	axillary,terminal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, |, and 	-	-	obtuse to acute	acute,obtuse	cuneate, truncate or obtuse	cuneate,obtuse,truncate	1.1-6 x 0.8-5 cm	orbicular, rhombic-orbicular or rhombic-ovate on lower part of stem, frequently intergrading to ovate or lanceolate on upper part	lanceolate,orbicular,ovate,rhombic	-	to ca. 4.3 cm long	-	-	-	-	-	-	-	-	-	-	Stem prostrate to decumbent or ascending, |, slender, sparsely branched, 	branched,slender	ascending	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in the Guianas a weed, usually found in open, sandy or stony soil on roadsides	-	-	-	-	-	-	-	
BOUGAINVILLEA  	Anthocarps 	-	-	-	-	-	-	-	-	-	-	-	-	fusiform	fusiform	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences |, each (in the Guianas) bearing a bisexual flower with its pedicel adnate to the midvein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary or terminal	-	axillary,terminal	-	-	-	-	     	-	-	-	-	blade broad, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	petiolate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Bougainvillea glabra 	Anthocarp turbinate, |, acutely 	acute	turbinate	-	-	-	-	-	7-13 x 4-5 mm	glabrate or sparsely puberulent	-	-	glabrate,puberulent	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, abruptly or gradually acute to long-acuminate at apex, rounded to acute at base	acuminate,acute,rounded	-	-	-	-	-	-	broadly ovate to elliptic-ovate or ovate-lanceolate, 	elliptic,lanceolate,ovate	3-10 x 1.8-5.3 cm	0.6-2.3 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Bougainvillea spectabilis 	Anthocarp |, densely short-villous	short	-	densely,short-villous	short	-	-	-	11-14 x 5 mm	-	-	-	-	oblong-ellipsoid	ellipsoid,oblong	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	blade 	-	-	-	-	-	-	-	sparsely short-villous above, often glabrate in age, usually densely villous beneath	short	-	densely,glabrate,short-villous	short	broadly ovate to suborbicular or rounded-ovate, 	ovate,rounded,suborbicular	5-10 x 2.5-6.5 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
GUAPIRA  	Anthocarps drupaceous, |, |, juicy, 	-	-	-	-	red to black	-	black,red	-	-	-	-	-	-	-	-	-	-	-	-	-	Female perianth |, |, rarely with staminodes; |, sessile, 	sessile	tubular	tubular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	unarmed, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences 	-	-	-	-	-	-	exinvolucrate, 	-	-	2- or 3-bracteolate at base	-	-	-	-	-	-	-	-	-	-	-	-	flowers unisexual, dioecious, small, 	small	-	-	-	-	-	-	-	sessile or pedicellate; 	sessile	-	-	-	-	-	-	-	-	-	lateral and/or terminal	-	lateral,terminal	-	pedunculate paniculate-corymbose	paniculate	-	     	-	-	-	-	blade entire, 	-	-	entire	-	-	-	-	-	-	-	-	-	-	-	-	often coriaceous	coriaceous	-	-	petiolate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Male perianth |, |, exserted, 	exserted	-	obconic-campanulate	campanulate,obconic	-	6-10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
