-	/calyx*	/calyx*/shape	/calyx*/margin type	/calyx*/hairs	/calyx*/growth form	/calyx*/colour	/calyx/apex*	/calyx/apex*/shape	/calyx/apex*/margin type	/calyx/apex*/hairs	/calyx/apex/hairs*	/calyx/apex/hairs*/shape	/calyx/apex/hairs*/hairs	/calyx/apex/hairs*/hairs/shape	/calyx/colour*	/calyx/colour*/colour	/calyx/corolla/base*	/calyx/corolla/base*/shape	/calyx/corolla/base/width*	/calyx/corolla/base/width*/shape	/calyx/corolla/colour*	/calyx/corolla/colour*/colour	/calyx/corolla/length*	/calyx/corolla/limbs/width*	/calyx/corolla/limbs/width*/shape	/calyx/corolla/lobes/dimensions*	/calyx/corolla/lobes/dimensions*/shape	/calyx/corolla/lobes/shape*	/calyx/corolla/lobes/shape*/shape	/calyx/corolla/margins/margin type*	/calyx/corolla/margins/margin type*/shape	/calyx/corolla/margins/margin type*/margin type	/calyx/corolla/margins/margin type*/hairs	/calyx/corolla/shape*	/calyx/corolla/shape*/shape	/calyx/corolla/shape*/position	/calyx/corolla/throat*	/calyx/corolla/throat*/shape	/calyx/corolla/throat/hairs*	/calyx/corolla/throat/hairs*/shape	/calyx/corolla/throat/hairs*/hairs	/calyx/corolla/throat/hairs*/hairs/shape	/calyx/corolla/throat/hairs*/growth form	/calyx/corolla/throat/width*	/calyx/corolla/throat/width*/shape	/calyx/corolla/tube*	/calyx/corolla/tube*/shape	/calyx/corolla/tube/length*	/calyx/corolla/tube/shape*	/calyx/corolla/tube/shape*/shape	/calyx/disk*	/calyx/disk*/shape	/calyx/disk*/margin type	/calyx/disk*/growth form	/calyx/disk/gland number*	/calyx/disk/gland number*/shape	/calyx/disk/gland number*/growth form	/calyx/free portion of lobes/dimensions*	/calyx/free portion of lobes/dimensions*/shape	/calyx/free portion of lobes/shape*	/calyx/free portion of lobes/shape*/shape	/calyx/free portion of lobes/shape*/growth form	/calyx/lobes*	/calyx/lobes*/shape	/calyx/lobes*/growth form	/calyx/lobes/dimensions*	/calyx/lobes/dimensions*/shape	/calyx/lobes/dorsal lobes*	/calyx/lobes/dorsal lobes*/shape	/calyx/lobes/shape*	/calyx/lobes/shape*/shape	/calyx/margins/margin type*	/calyx/margins/margin type*/shape	/calyx/margins/margin type*/margin type	/calyx/margins/margin type*/hairs	/calyx/ovary*	/calyx/ovary*/shape	/calyx/ovary*/position	/calyx/ovary/dimensions*	/calyx/ovary/dimensions*/shape	/calyx/ovary/hairs*	/calyx/ovary/hairs*/shape	/calyx/ovary/hairs*/hairs	/calyx/ovary/shape*	/calyx/ovary/shape*/shape	/calyx/ovary/shape*/position	/calyx/ovary/stigma*	/calyx/ovary/stigma*/shape	/calyx/ovary/style/hairs*	/calyx/ovary/style/hairs*/shape	/calyx/ovary/style/hairs*/hairs	/calyx/ovary/style/length*	/calyx/shape*	/calyx/shape*/shape	/calyx/stamens*	/calyx/stamens*/position	/calyx/stamens/anthers*	/calyx/stamens/anthers*/shape	/calyx/stamens/relative distance*	/calyx/stamens/thecae*	/calyx/stamens/thecae*/shape	/calyx/stamens/thecae*/growth form	/calyx/staminodes*	/calyx/staminodes*/shape	/calyx/tube/length*	/flowers*	/flowers*/shape	/flowers/bracteoles*	/flowers/bracteoles*/shape	/flowers/flower number per inflorescence*	/flowers/pedicels/hairs*	/flowers/pedicels/hairs*/shape	/flowers/pedicels/hairs*/texture	/flowers/pedicels/hairs*/hairs	/flowers/pedicels/hairs*/hairs/shape	/flowers/pedicels/length*	/flowers/peduncle*	/flowers/peduncle*/shape	/flowers/peduncle/hairs*	/flowers/peduncle/hairs*/shape	/flowers/peduncle/hairs*/texture	/flowers/peduncle/hairs*/hairs	/flowers/peduncle/length*	/fruits*	/fruits*/shape	/fruits/colour*	/fruits/colour*/colour	/habit*	/habit*/environment	/habit*/shape	/habit*/growth form	/habit/growth form*	/habit/growth form*/texture	/habit/growth form*/position	/habit/growth form*/growth form	/habit/height*	/habit/height*/shape	/habit/length*	/leaves*	/leaves*/shape	/leaves/blade/apex*	/leaves/blade/apex*/shape	/leaves/blade/base*	/leaves/blade/base*/shape	/leaves/blade/base*/growth form	/leaves/blade/base/hairs*	/leaves/blade/base/hairs*/shape	/leaves/blade/base/hairs*/texture	/leaves/blade/base/hairs*/hairs	/leaves/blade/base/hairs*/colour	/leaves/blade/base/shape*	/leaves/blade/base/shape*/shape	/leaves/blade/dimensions*	/leaves/blade/larger blade/dimensions*	/leaves/blade/margins/margin type*	/leaves/blade/margins/margin type*/shape	/leaves/blade/margins/margin type*/margin type	/leaves/blade/margins/margin type*/growth form	/leaves/blade/shape*	/leaves/blade/shape*/shape	/leaves/blade/texture*	/leaves/blade/texture*/texture	/leaves/petiole/hairs*	/leaves/petiole/hairs*/hairs	/leaves/petiole/length*	/mature berries/colour*	/mature berries/colour*/colour	/mature berries/dimensions*	/mature capsules/colour*	/mature capsules/colour*/position	/mature capsules/colour*/colour	/mature capsules/dimensions*	/mature capsules/shape*	/mature capsules/shape*/shape	/mature capsules/shape*/position	/stems*	/stems*/shape	/stems*/growth form	/stems/growth form*	/stems/growth form*/growth form	/stems/hairs*	/stems/hairs*/hairs	/habitat*	/habitat*/environment	/habitat*/shape	/habitat*/hairs	/habitat*/growth form	/habitat*/colour	/habitat/altitude*	/habitat/altitude*/environment	
Besleria patrisii 	Calyx campanulate, |, |, subequal, |, |, middle slightly ventricose, |, 	campanulate,ventricose	-	-	-	-	apex subulate-acuminate, 	acuminate,subulate	-	-	outside glabrous to weakly sericeous or sparsely strigose, inside glabrous	-	glabrous,sericeous,strigose	-	yellow to pale green	green	base not spurred or gibbous, 	-	0.3-0.5 cm wide	wide	bright orange to red	orange,red	1.5-2.5 cm long	0.6-0.9 cm wide	wide	0.2-0.3 x 0.2-0.3 cm	-	broadly ovate to orbicular	orbicular,ovate	entire to obscurely sinuate	-	entire,sinuate	-	-	-	-	throat slightly constricted, 	-	outside glabrous, inside with a few hairs to a ring of hairs near attachment of filaments, and a ring of glandular hairs near mouth	-	glabrous,glandular,hairs	-	-	0.4-0.8 cm wide	wide	tube 	-	1.5-2.2 cm long	cylindric	cylindric	-	-	-	-	-	-	-	0.9-1.5 x 0.2-0.5 cm	-	lanceolate to oblong-lanceolate	oblong-lanceolate	-	lobes connate 	-	connate	-	-	-	-	-	-	entire	-	entire	-	ovary 	-	-	0.3-0.4 x 0.25-0.3 cm	-	glabrous	-	glabrous	ovoid	ovoid	-	stigma stomatomorphic. 	-	glabrous	-	glabrous	ca. 0.8 cm long	-	-	stamens included,  	-	-	-	adnate to below middle of corolla tubeto 0.4 cm	-	-	-	-	-	0.5-0.6 cm long	Flowers |, or in umbellate or subcymose 	-	-	-	2-8-flowered	sparsely strigillose to sparsely hirsute	-	-	hirsute,strigillose	-	0.5-3 cm long	peduncle 	-	hirsute to strigillose	-	-	hirsute,strigillose	1-4.5(-6) cm long	-	-	-	-	Terrestrial herb, subshrub, or shrub, 	subshrub	-	-	-	-	-	-	0.7-2 m tall	-	-	     	-	apex acuminate, 	acuminate	base cuneate, obtuse to decurrent, 	cuneate,decurrent,obtuse	-	above sparsely strigose to sparsely hirsute or pilose, below strigose to hirsute or rarely sericeous along midrib and veins	-	-	hirsute,pilose,sericeous,strigose	-	-	-	5-29 x 1.5-11 cm	-	serrate or repand-serrate	-	serrate	-	ovate to oblong-elliptic	oblong-elliptic,ovate	papyraceous or chartaceous when dry	chartaceous,papyraceous	sparsely strigillose, hirsute, sericeous	hirsute,sericeous,strigillose	0.7-7 cm long	red	red	0.9-1.2 x 1-1.2 cm	-	-	-	-	-	-	-	Stem sappy, woody at base, 	-	-	erect	erect	sparsely strigose, hirsute, or sericeous at apex, glabrescent below	glabrescent,hirsute,sericeous,strigose	on granite boulders or along streams in tall evergreen wet forests, 	forest	-	-	-	green	30-800 m	-	
Besleria penduliflora 	Calyx subcampanulate, |, |, |, middle not ventricose, |, 	subcampanulate,ventricose	-	-	-	-	apex acute and 	acute	-	-	outside strigillose, inside puberulous	-	puberulous,strigillose	-	greenish-yellow	green	base with a spur, 	-	0.5 cm wide	wide	bright yellow	-	3.5-4 cm long	ca. 1.5 cm wide	wide	0.4 x ca. 0.4 cm	-	orbicular	orbicular	entire	-	entire	-	-	-	-	throat not constricted, 	-	outside pilosulous, inside with a ring of glandular hairs in throat	-	glandular,hairs,pilosulous	-	-	1 cm wide	wide	tube 	-	3-4 cm long	cylindric	cylindric	-	-	-	-	-	-	-	-	-	-	-	-	lobes nearly free, 	-	-	-	-	-	-	-	-	entire	-	entire	-	ovary 	-	-	0.5 x 0.35 cm	-	densely strigillose to pilosulous	-	densely,pilosulous,strigillose	ovoid	ovoid	-	stigma 	-	densely strigillose	-	densely,strigillose	3-3.5 cm long	-	-	stamens included or slightly exserted, 	exserted	-	-	inserted ca. 0.8 cm above corolla base	-	-	-	-	-	ca. 0.1 cm long	Flowers in umbellate or subcymose, 	-	-	-	1-3-flowered	subtomentose	-	-	tomentose	-	1.5-2 cm long	peduncle 	-	tomentose	-	-	tomentose	(2.5-) 5-7 cm long	-	-	-	-	Terrestrial shrub, 	shrub	-	-	-	-	-	-	1.5-6 m tall	-	-	     	-	apex acuminate, 	acuminate	base cuneate, 	cuneate	-	above sparsely strigillose, below tomentose along veins	-	-	strigillose,tomentose	-	-	-	-	3.4-14.0 x 1.5-5.0 cm	entire or remotely denticulate	-	entire	-	lanceolate to elliptic or oblanceolate	elliptic,lanceolate	papyraceous when dry	papyraceous	tomentose	tomentose	0.5-3.2 cm long	greenish with red pericarp	green,red	1-1.1 x 1-1.1 cm	-	-	-	-	-	-	-	Stem woody, |, 	-	-	erect	erect	-	-	in montane forests, at 	forest	-	-	-	-	915-1600 m	-	
Besleria saxicola 	Calyx subcampanulate, |, |, subequal, |, |, middle somewhat ventricose, |, 	subcampanulate,ventricose	-	-	-	-	apex subulate-acuminate, 	acuminate,subulate	-	-	outside hirsute, inside glabrous	-	glabrous,hirsute	-	yellowish	-	base gibbous, 	-	0.3-0.5 cm wide	wide	yellow	-	1.8-2 cm long	0.7-1 cm wide	wide	0.15-0.2 x 0.15-0.2 cm	-	orbicular	orbicular	entire	-	entire	-	-	-	-	throat constricted, 	-	outside glabrous, inside with a ring of glandular hairs in throat	-	glabrous,glandular,hairs	-	-	0.5-0.6 cm wide	wide	tube 	-	1.7-1.8 cm long	cylindric	cylindric	-	-	-	-	-	-	-	-	-	-	-	-	lobes free, 	-	-	0.6-0.8 x 0.2-0.3 cm	-	-	-	ovate to ovate-lanceolate	lanceolate,ovate	entire and long-ciliate	-	entire	ciliate	ovary 	-	-	0.2-0.3 x 0.2-0.3 cm	-	glabrous	-	glabrous	conic	conic	-	stigma 	-	puberulous	-	puberulous	ca. 1-1.5 cm long	-	-	stamens included, inserted below middle of corolla tube; 	-	-	-	-	-	-	-	-	-	-	Flowers in fasciculate |, epedunculate inflorescences; 	-	-	-	many-flowered	hirsute	-	-	hirsute	-	(0.5-)1-1.5 cm long	-	-	-	-	-	-	-	-	-	-	-	Terrestrial herb, subshrub or shrub, 	subshrub	-	-	-	-	-	-	0.3-1.8 m tall	-	-	     	-	apex short-acuminate, 	acuminate,short	base cuneate, 	cuneate	-	above strigillose, below hirsute especially along midrib and veins	-	-	hirsute,strigillose	-	-	-	20-30 x 7-13 cm	-	remotely sharp-serrulate	-	serrulate	-	obliquely elliptic	elliptic,oblique	membranous when dry	membranous	hirsute	hirsute	3-12 cm long	yellow	-	0.8-1 x 0.8-1 cm	-	-	-	-	-	-	-	Stem woody at base, |, 	-	-	erect	erect	-	-	on rocky slopes and in wet forests, often along streams, 	forest,rock	-	-	-	-	0-610 m	-	
CHRYSOTHEMIS  	Calyx lobes |, basally connate into a tube; |, 	-	-	-	connate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	yellow to orange, with orange or reddish lines or spots	orange,reddish	-	-	-	-	-	-	-	-	-	-	-	cylindric	cylindric	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	disc a single dorsal, 	-	-	single	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary superior,       	-	superior	-	-	-	-	-	-	-	-	stigma 	-	-	-	-	-	-	-	stamens included,       	-	anthers sometimes coherent, dehiscing by longitudinal slits, 	dehiscing	-	thecae parallel; 	-	parallel	staminode absent; 	-	-	Flowers 	-	-	-	1-9-flowered	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit a |, 	-	brown	brown	Terrestrial or rarely epiphytic, caulescent, 	epiphytic	-	-	erect or sometimes decumbent	-	-	erect	-	-	-	Leaves opposite, equal or subequal in a pair, venation pinnate, foliar nectaries absent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stems unbranched. 	unbranched	-	-	-	-	-	-	-	-	-	-	-	low elevations	-	
Chrysothemis pulchella 	Calyx |, |, subequal, |, |, middle ampliate, |, 	ampliate	-	-	-	-	apex abruptly acuminate, 	acuminate	-	-	outside pilose to villous, inside glabrous or rarely pubescent	-	glabrous,pilose,villous	-	-	-	base gibbous, 	-	0.3-0.6 cm wide	wide	orange or yellow	orange	1.6-3 cm long	1-1.5 cm wide	wide	0.3-0.8 x 0.3-0.8 cm	-	suborbicular	suborbicular	entire	-	entire	-	-	-	-	throat not constricted, 	-	outside glabrous near base, 	-	glabrous	-	-	0.3-0.5 cm wide	wide	tube 	-	-	cylindric	cylindric	-	-	-	-	-	-	-	0.25-0.5 x 0.35-0.5 cm	-	broadly triangular	triangular	-	-	-	-	-	-	-	-	-	-	glandular-denticulate	-	-	glandular	ovary 	-	-	0.2-0.4 x 0.2-0.3 cm	-	pubescent	-	-	conic	conic	-	stigma 	-	glabrous	-	glabrous	0.7-1.1 cm long	tubular-campanulate, not inflated	campanulate,inflate,tubular	stamens included, inserted at base of corolla tube; 	-	-	-	-	-	-	-	-	-	1-1.8 cm long	Flowers in umbellate, 	-	-	-	3-9-flowered	puberulous to pilose	-	-	pilose,puberulous	-	1.0-2.5 cm long	peduncle 	-	puberulous to pilose	-	-	pilose,puberulous	<1.5(-5) cm long	-	-	-	-	Terrestrial herb, 	-	-	-	-	-	-	-	5-40(-90) cm tall	-	-	     	-	apex acute, 	acute	base short to long decurrent into petiole, 	decurrent,short	-	above sparsely pilose to subscabrous, or villous, below pilose to puberulous	-	scabrous	pilose,puberulous,villous	-	-	-	9-30 x 3-14.5 cm	-	crenate or dentate	-	crenate,dentate	-	lanceolate, elliptic to ovate to oblong-ovate	elliptic,lanceolate,oblong,ovate	membranous to papyraceous when dry	membranous,papyraceous	puberulous to pilose	pilose,puberulous	<1-3.5 cm long	-	-	-	yellow-green	-	green	ca. 0.6 x 0.6 cm	ovoid	ovoid	-	Stem succulent, 	-	-	erect when young, decumbent with age	erect	densely puberulent to pilose towards apex, glabrescent below	densely,glabrescent,pilose,puberulent	usually in damp forests on wet rocks but also on rocky outcrops, at 	forest,rock	-	-	-	-	30-700 m	-	
Chrysothemis rupestris 	Calyx |, |, subequal, very small, |, |, middle slightly ventricose, |, 	small,ventricose	-	-	-	-	apex acute, 	acute	-	-	outside puberulous, inside glabrous	-	glabrous,puberulous	-	orange to red	orange,red	base somewhat gibbous, 	-	0.2-0.3 cm wide	wide	red-brown-lined or spotted	brown,red	1.8-2.5 cm long	1-1.5 cm wide	wide	0.4-0.5 x 0.4-0.5 cm wide	wide	suborbicular	suborbicular	subentire	-	entire	-	-	-	-	throat not constricted, 	-	outside glabrous below, villous above, inside glandular pubescent	-	glabrous,glandular,villous	-	-	0.6-0.9 cm wide	wide	tube 	-	ca. 1.6 cm long	cylindric	cylindric	-	-	-	-	-	-	-	<0.1 x 0.1-0.2 cm	-	-	-	-	lobes connate into a tube, 	-	connate	-	-	-	-	-	-	entire	-	entire	-	ovary 	-	-	0.2-0.4 x 0.2-0.3 cm	-	pubescent	-	-	ovoid	ovoid	-	stigma 	-	glabrous, or with a few scattered hairs	-	glabrous,hairs	0.6-0.9 cm long	truncate, infundibuliform, not angled or winged	infundibuliform,truncate,winged	stamens included, inserted at base of corolla tube; 	-	-	-	-	-	-	-	-	-	1-1.5 cm long	Flowers in 	-	-	-	-	puberulous	-	-	puberulous	-	0.5-2.5 cm long	peduncle 	-	puberulous	-	-	puberulous	(1-)2-6 cm long	-	-	-	-	Terrestrial herb, 	-	-	-	-	-	-	-	5-200 cm tall	-	-	     	-	apex acuminate, 	acuminate	base cuneate or 	cuneate	-	above sparsely strigillose, below puberulous, especially on veins	-	-	puberulous,strigillose	-	rounded, not decurrent into petiole	decurrent,rounded	to 24 x 14.5 cm	-	crenate	-	crenate	-	ovate or oblong-ovate	oblong,ovate	membranous to papyraceous when dry	membranous,papyraceous	puberulous	puberulous	0.5-5 cm long	-	-	-	yellow	-	-	0.6-0.7 x 0.6-0.7 cm	subglobose	subglobose	-	Stem succulent, |, 	-	-	erect	erect	glabrescent	glabrescent	on wet granitic rocks or in rainforests, at 	forest,rock	-	-	-	-	60-950 m	-	
CODONANTHE  	Calyx lobes |, nearly free or briefly connate at base, or united into |, 	-	-	-	connate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	white, pink, lilac, yellow, or deep purplish, often with reddish lines or spots	lilac,pink,purplish,reddish,white	-	-	-	-	-	-	-	-	-	-	-	funnel-shaped to subcampanulate	subcampanulate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	disc a single dorsal, usually large gland; 	large	-	single	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary superior,       	-	superior	-	-	-	-	-	-	-	-	stigma stomatomorphic to 	-	-	-	-	-	-	-	stamens included,       	-	anthers coherent in pairs by tips or sides, later separating, dehiscing by apical pores, 	dehiscing	-	thecae separated by broad connectives; 	separate	-	staminode very small; 	small	-	Flowers 	-	bracteoles absent; 	-	few-flowered	-	-	-	-	-	-	epedunculate or very short-pedunculate; 	short	-	-	-	-	-	Fruit a |, indehiscent, 	-	red, pink, orange, or yellow-green	green,orange,pink,red	Epiphytic, usually growing on ant-nests, 	-	-	-	caulescent, pendent, repent, to erect	-	-	pendent,repent	-	-	-	Leaves opposite, equal to rarely strongly unequal in a pair, venation pinnate, foliar nectaries present on lower leaf surface. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stems branched or unbranched. 	branched	-	-	-	-	-	on arboreal ant-nests in rainforests	forest	-	-	-	-	-	-	
Codonanthe calcarata 	Calyx |, |, unequal, |, |, pushed down by corolla tube, |, |, |, middle broader above, |, 	-	-	-	-	-	-	-	-	-	-	-	-	-	green	green	base spurred, 	-	0.1-0.2 cm wide	wide	white, pinkish, or light purple, sometimes with markings	pinkish,purple,white	1.6-2.5 cm long	0.9-1.6 cm wide	wide	0.3-0.8 x 0.2-0.8 cm	-	suborbicular	suborbicular	entire	-	entire	-	-	-	-	throat not constricted, 	-	outside glabrous, inside sometimes with several hairs near insertion of stamens and minutely glandular-puberulous in throat	minute	glabrous,glandular,hairs,puberulous	-	-	0.5-1.1 cm wide	wide	tube 	-	1.6-2.5 cm long	funnelform	funnelform	-	-	-	-	-	-	-	-	-	-	-	-	lobes 	-	-	-	-	-	-	-	-	-	-	-	-	ovary 	-	-	0.15-0.2 x 0.1-0.15 cm	-	minutely puberulous	minute	puberulous	ovoid	ovoid	-	stigma stomatomorphic. 	-	sparsely pubescent	-	-	1.5-2 cm long	-	-	stamens included, 	-	-	-	ventrally adnate for 0.5-0.6 cm to base of corolla tube	-	-	-	-	-	-	Flowers in cymose, 	-	-	-	1-8-flowered	minutely puberulent	minute	-	puberulent	-	ca. 0.7-1.7 cm long	epedunculate; 	-	-	-	-	-	-	-	-	-	-	Epiphytic subshrub, usually 	subshrub	-	-	-	-	-	-	-	-	ca. 30 cm long, occasionally to 1 m	     	-	apex acute, 	acute	base cuneate, 	cuneate	-	above glabrous to minutely puberulent, below glabrous to minutely puberulent	minute	-	glabrous,puberulent	-	-	-	-	-	mostly serrulate near apex	-	serrulate	-	oblong-elliptic	oblong-elliptic	coriaceous when dry	coriaceous	puberulent to glabrous	glabrous,puberulent	rarely up to 1 cm long	purple, blue-black or dark red	black,blue,dark red,purple	ca. 1 x 1 cm	-	-	-	-	-	-	-	Stem subwoody at base, succulent above, |, 	-	-	pendent, repent, or creeping	creeping,pendent,repent	-	-	growing on or from arboreal ant-nests in rainforests, at 	forest	-	-	-	-	0-800 m	-	
Codonanthe crassifolia 	Calyx |, |, free, dorsal lobe forced back by corolla spur, nearly equal, linear-lanceolate, |, |, middle broader above, |, rotund, |, 	lanceolate,linear	-	-	-	-	apex acute, 	acute	-	-	outside and inside puberulous	-	puberulous	-	green or reddish	green,reddish	base spurred, 	-	0.1-0.2 cm wide	wide	white, or cream colored, rarely pink on lobes	colored,cream,pink,white	1.5-2.8 cm long	0.6-1.5 cm wide	wide	0.2-0.6 x 0.2-0.6 cm wide	wide	-	-	-	-	-	-	-	-	-	throat not constricted, 	-	outside glabrous or puberulent, inside with irregular ring of glandular hairs in throat	-	glabrous,glandular,hairs,puberulent	-	regular	0.3-0.8 cm wide	wide	tube 	-	1.2-1.8 cm long	funnelform	funnelform	-	-	-	-	-	-	-	-	-	-	-	-	lobes 	-	-	0.2-0.9 x 0.1 cm	-	-	-	-	-	entire	-	entire	-	ovary 	-	-	0.2-0.4 x 0.1-0.2 cm wide	wide	puberulous	-	puberulous	oblong-ovoid	oblong,ovoid	-	stigma stomatomorphic. 	-	glabrous	-	glabrous	0.8-1 cm long	-	-	stamens included, 	-	-	-	adnate to base of corolla tube for 0.3-0.4 cm	-	-	-	-	-	-	Flowers in cymose 	-	-	-	1-4(-12)-flowered	puberulent	-	-	puberulent	-	0.5-1.1 cm long	epedunculate; 	-	-	-	-	-	-	-	-	-	-	Epiphytic subshrub, usually 	subshrub	-	-	-	-	-	-	-	-	ca. 30 cm long, occasionally to 2 m	     	-	apex acute to obtuse, 	acute,obtuse	base 	-	-	above glabrous to minutely puberulent, below glabrous	minute	-	glabrous,puberulent	-	rounded to cuneate	cuneate,rounded	1.5-8.5 x 0.6-3.9 cm	-	entire or rarely obscurely sinuate	-	entire,sinuate	-	elliptic to oblong or ovate	elliptic,oblong,ovate	coriaceous, often wrinkled when dry	coriaceous	puberulent	puberulent	0.2-1.5 cm long	pink to red	pink,red	ca. 1 x 1 cm	-	-	-	-	-	-	-	Stem subwoody at base, succulent above, |, 	-	-	pendent, repent, or creeping	creeping,pendent,repent	-	-	growing from or on arboreal ant-nests in rain- or swamp-forests, at 	forest,swamp	-	-	-	-	0-700 m	-	
CODONANTHOPSIS  	Calyx lobes |, free; |, |, dehiscing by longitudinal slits, 	dehiscing	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	white to yellowish	white	-	-	-	-	-	-	-	-	-	-	-	narrowly funnelform	funnelform,narrow	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	disc a single dorsal gland; 	-	-	single	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary superior,       	-	superior	-	-	-	-	-	-	-	-	stigma capitate to stomatomorphic. 	capitate	-	-	-	-	-	-	stamens included,       	-	anthers coherent in 	-	-	thecae parallel; 	-	parallel	staminode absent; 	-	-	Flowers sometimes cleistogamous, 	-	bracteoles small; 	small	few-flowered	-	-	-	-	-	-	epedunculate; 	-	-	-	-	-	-	Fruit a |, loculicidally dehiscent, 	-	green to purplish	green,purplish	Epiphytic or epipetric, caulescent, 	-	-	-	stiffly ascending to erect	stiff	-	ascending	-	-	-	Leaves opposite, strongly unequal in a pair, venation pinnate, foliar nectaries present on lower leaf surface. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stems branches few. 	-	-	-	-	-	-	-	-	-	-	-	-	low elevation	-	
Codonanthopsis dissimulata 	Calyx narrowly campanulate, |, |, unequal, |, |, middle ampliate, subventricose on lower side, |, inside glandular at base of lower lobe, |, rotund, |, 	ampliate,campanulate,narrow,subventricose	-	glandular	-	-	apex acuminate, 	acuminate	-	-	outside pilose, inside pilose	-	pilose	-	green	green	base spurred, 	-	0.2-0.3 cm wide	wide	when developing in non-cleistogamous flowers white	white	ca. 2 cm long	ca. 1.8 cm wide	wide	0.3-0.4 x 0.4-0.6 cm	-	-	-	entire	-	entire	-	-	-	-	throat not contracted, 	-	outside glabrous at base of tube, sparsely pilose above	-	glabrous,pilose	-	-	ca. 1 cm wide	wide	tube 	-	2.4-2.9 cm long	narrowly funnelform	funnelform,narrow	-	-	-	-	-	-	-	-	-	-	-	-	lobes free, 	-	-	0.4-1.6 x 0.2-0.6 cm	-	-	-	lanceolate	lanceolate	entire	-	entire	-	ovary strongly laterally compressed, 	-	lateral	0.3 x 0.15-0.2 cm	-	glabrous to pilose	-	glabrous,pilose	-	-	-	stigma capitate to stomatomorphic. 	capitate	glabrous	-	glabrous	1.2-1.5 cm long	-	-	stamens included, adnate briefly to base of corolla tube; 	-	-	-	-	-	-	-	-	-	-	Flowers in fasciculate 	-	-	-	1-2-flowered	pilose	-	-	pilose	-	0.3-1.5 cm long	-	-	-	-	-	-	-	-	-	-	-	Epiphytic mostly herbaceous, 	-	-	-	-	-	-	-	-	-	30-60(-100) cm long	     	-	apex acute to acuminate, 	acuminate,acute	base subcordate, 	subcordate	-	above glabrous to sparsely pilose, nitid, below glabrous to sparsely pilose along prominent midvein	-	-	glabrous,pilose	nitid	rounded to acute, occasionally oblique	acute,oblique,rounded	-	-	entire	-	entire	-	lanceolate to elliptic or oblanceolate, subfalcate	elliptic,lanceolate,subfalcate	subcoriaceous when dry	subcoriaceous	glabrescent	glabrescent	0-0.7 cm long	-	-	-	green to brown	-	brown,green	1-2 x 0.5-0.7 cm	ellipsoid	ellipsoid	-	Stem woody at base, succulent above, ascending and somewhat zig-zag, 	-	ascending	-	-	sparsely to densely pilose towards apex, glabrescent below	densely,glabrescent,pilose	on fallen trees or large boulders along streams in 	-	large	-	-	-	low	-	
COLUMNEA  	Calyx lobes |, usually free nearly to base; |, dehiscing by longitudinal slits, 	dehiscing	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	usually red, less commonly yellow, rarely greenish or cream	cream,green,red	-	-	-	-	-	-	-	-	-	-	-	tubular	tubular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	disc 	-	-	-	a single dorsal 	-	single	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary superior,       	-	superior	-	-	-	-	-	-	-	-	stigma stomatomorphic or 	-	-	-	-	-	-	-	stamens exserted or included,       	exserted	anthers coherent in 	-	-	thecae parallel, not divergent; 	-	divergent,parallel	staminode absent or minute; 	minute	-	Flowers 	-	bracteoles small (in Guianan species), sometimes caducous; 	small	few-10-flowered	-	-	-	-	-	-	epedunculate; 	-	-	-	-	-	-	Fruit a |, indehiscent, 	-	white or colored	colored,white	Terrestrial or epiphytic, caulescent, 	epiphytic	-	-	spreading, prostrate, pendulous, to erect	-	pendulous	erect	-	-	-	Leaves opposite, equal or unequal in a pair, venation pinnate, foliar nectaries absent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stems rarely branched. 	branched	-	-	-	-	-	usually in montane rainforests, growing on rocks or epiphytic in trees.	epiphytic,forest,rock	-	-	-	-	-	-	
