-	/flowers*	/flowers*/shape	/flowers*/position	/flowers*/margin type	/flowers*/hairs	/flowers*/growth form	/flowers*/colour	/flowers/calyx lobes/length*	/flowers/disk/hairs*	/flowers/disk/hairs*/hairs	/flowers/length*	/flowers/lower hypanthium/hairs*	/flowers/lower hypanthium/hairs*/hairs	/flowers/lower hypanthium/hairs*/colour	/flowers/lower hypanthium/length*	/flowers/ovary*	/flowers/ovary*/shape	/flowers/ovary*/position	/flowers/ovary*/hairs	/flowers/ovary/hairs*	/flowers/ovary/hairs*/shape	/flowers/ovary/hairs*/texture	/flowers/ovary/hairs*/hairs	/flowers/ovary/style*	/flowers/ovary/style*/shape	/flowers/ovary/style*/texture	/flowers/ovary/style*/hairs	/flowers/ovary/style*/growth form	/flowers/petals/apex/shape*	/flowers/petals/apex/shape*/shape	/flowers/petals/apex/shape*/growth form	/flowers/petals/dimensions*	/flowers/petals/shape*	/flowers/petals/shape*/shape	/flowers/sepals/dimensions*	/flowers/stamens/anthers*	/flowers/stamens/anthers*/shape	/flowers/stamens/anthers/length*	/flowers/stamens/filaments*	/flowers/stamens/filaments*/shape	/flowers/stamens/filaments*/growth form	/flowers/stamens/filaments/length*	/flowers/stamens/stamen number*	/flowers/style/hairs*	/flowers/style/hairs*/hairs	/flowers/style/length*	/flowers/upper hypanthium/dimensions*	/flowers/upper hypanthium/hairs*	/flowers/upper hypanthium/hairs*/hairs	/flowers/upper hypanthium/length*	/flowers/upper hypanthium/length*/shape	/flowers/upper hypanthium/length*/growth form	/flowers/upper hypanthium/shape*	/flowers/upper hypanthium/shape*/shape	/flowers/upper hypanthium/shape*/hairs	/flowers/width*	/flowers/width*/shape	/fruits*	/fruits*/shape	/fruits*/texture	/fruits*/position	/fruits*/hairs	/fruits*/growth form	/fruits*/colour	/fruits/apex/shape*	/fruits/apex/shape*/shape	/fruits/base/shape*	/fruits/base/shape*/shape	/fruits/dimensions*	/fruits/hairs*	/fruits/hairs*/shape	/fruits/hairs*/texture	/fruits/hairs*/hairs	/fruits/hairs*/colour	/fruits/rib number*	/fruits/shape*	/fruits/shape*/shape	/fruits/shape*/position	/fruits/shape*/growth form	/habit*	/habit*/environment	/habit*/shape	/habit*/hairs	/habit*/growth form	/habit*/colour	/habit/hairs*	/habit/hairs*/shape	/habit/hairs*/hairs	/habit/height*	/habit/height*/shape	/habit/juvenile branches/hairs*	/habit/juvenile branches/hairs*/shape	/habit/juvenile branches/hairs*/position	/habit/juvenile branches/hairs*/hairs	/inflorescences*	/inflorescences*/shape	/inflorescences*/texture	/inflorescences*/position	/inflorescences*/hairs	/inflorescences*/growth form	/inflorescences*/colour	/inflorescences/bracts*	/inflorescences/bracts*/shape	/inflorescences/bracts*/texture	/inflorescences/bracts*/hairs	/inflorescences/bracts*/growth form	/inflorescences/bracts/dimensions*	/inflorescences/bracts/dimensions*/shape	/inflorescences/bracts/shape*	/inflorescences/bracts/shape*/shape	/inflorescences/bracts/shape*/texture	/inflorescences/bracts/shape*/margin type	/inflorescences/bracts/shape*/hairs	/inflorescences/dimensions*	/inflorescences/flowers*	/inflorescences/flowers*/shape	/inflorescences/flowers*/position	/inflorescences/flowers*/hairs	/inflorescences/length*	/inflorescences/pedicels/dimensions*	/inflorescences/pedicels/growth form*	/inflorescences/pedicels/growth form*/shape	/inflorescences/pedicels/growth form*/growth form	/inflorescences/pedicels/growth form*/growth form/shape	/inflorescences/pedicels/length*	/inflorescences/peduncle*	/inflorescences/peduncle*/shape	/inflorescences/peduncle*/hairs	/inflorescences/peduncle*/colour	/inflorescences/peduncle/dimensions*	/inflorescences/peduncle/hairs*	/inflorescences/peduncle/hairs*/texture	/inflorescences/peduncle/hairs*/hairs	/inflorescences/peduncle/hairs*/colour	/inflorescences/peduncle/length*	/inflorescences/position*	/inflorescences/position*/position	/inflorescences/rachises/hairs*	/inflorescences/rachises/hairs*/hairs	/inflorescences/rachises/length*	/inflorescences/whorl number*	/leaves*	/leaves*/shape	/leaves*/texture	/leaves*/position	/leaves*/margin type	/leaves*/hairs	/leaves*/growth form	/leaves*/growth form/shape	/leaves/apex/shape*	/leaves/apex/shape*/shape	/leaves/areolation*	/leaves/areolation*/shape	/leaves/areolation*/growth form	/leaves/base/hairs*	/leaves/base/hairs*/hairs	/leaves/base/hairs*/growth form	/leaves/base/shape*	/leaves/base/shape*/shape	/leaves/blade/dimensions*	/leaves/blade/shape*	/leaves/blade/shape*/shape	/leaves/dimensions*	/leaves/domatia*	/leaves/higher order veins*	/leaves/petiole*	/leaves/petiole*/shape	/leaves/petiole*/texture	/leaves/petiole/dimensions*	/leaves/petiole/hairs*	/leaves/petiole/hairs*/shape	/leaves/petiole/hairs*/hairs	/leaves/petiole/hairs*/colour	/leaves/petiole/length*	/leaves/shape*	/leaves/shape*/shape	/leaves/texture*	/leaves/texture*/texture	/leaves/texture*/growth form	/leaves/veins*	/leaves/veins*/position	/leaves/veins*/growth form	/leaves/veins/intersecondary veins*	/leaves/veins/midveins*	/leaves/veins/midveins*/shape	/leaves/veins/midveins*/growth form	/leaves/veins/secondary veins/secondary vein pair number*	/leaves/veins/tertiary veins*	/leaves/veins/tertiary veins*/shape	/leaves/veins/tertiary veins*/growth form	/petiole*	/petiole*/shape	/petiole*/texture	/petiole*/position	/petiole*/hairs	/petiole/blade/dimensions*	/petiole/blade/shape*	/petiole/blade/shape*/shape	/petiole/hairs*	/petiole/hairs*/shape	/petiole/hairs*/hairs	/petiole/length*	/stipules*	/stipules*/shape	/habitat*	/habitat*/environment	/habitat*/shape	/habitat*/hairs	/habitat*/colour	/habitat/altitude*	/habitat/altitude*/environment	
Clavija lancifolia subsp.chermontiana	Flowers |, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub to at least 	-	-	-	-	-	-	-	-	2 m high	-	-	-	-	-	Inflorescence in |, in 	-	-	-	-	-	-	bracts 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1-2 mm long	-	-	-	-	-	-	-	-	-	-	-	-	puberulous or subglabrous	glabrous,puberulous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, |, with 	-	-	-	-	16-37 x 4-13 cm	oblanceolate or sometimes narrowly obovate	narrow,oblanceolate,obovate	glabrous	-	glabrous	0.5-3.5 cm long	-	-	in secondary dry forest, 	forest	-	-	-	from sea level to 600 m	-	
Clavija macrophylla 	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary sessile, 	sessile	-	-	glabrous	-	-	glabrous	style arising from base of ovary to one side of it, fairly thick, elongated, stigmatic surface on outermost side ascending from base or middle. 	elongate	thick	-	ascending	rounded or minutely apiculate	apiculate,minute,rounded	-	-	oblong or oblong-elliptic	elliptic,oblong	-	anthers 	-	-	filaments short, 	short	-	-	about 45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruits small drupes, |, terminating a short stipe in cup-shaped receptacle, |, exalbuminous, with thin testa; |, radicle small and bent inward towards hilum.	short,small	thin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	globose	globose	-	-	Shrubs or small trees. 	-	small	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences of 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	supra-axillary	supra-axillary	-	-	-	-	Leaves entire, alternate, gland-dotted, 	-	-	-	entire	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	coriaceous	coriaceous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
RHABDODENDRACEAE  	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary sessile, 	sessile	-	-	glabrous	-	-	glabrous	style arising from base of ovary to one side of it, fairly thick, elongated, stigmatic surface on outermost side ascending from base or middle. 	elongate	thick	-	ascending	rounded or minutely apiculate	apiculate,minute,rounded	-	-	oblong or oblong-elliptic	elliptic,oblong	-	anthers 	-	-	filaments short, 	short	-	-	about 45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruits small drupes, |, terminating a short stipe in cup-shaped receptacle, |, exalbuminous, with thin testa; |, radicle small and bent inward towards hilum.	short,small	thin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	globose	globose	-	-	Shrubs or small trees. 	-	small	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences of 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	supra-axillary	supra-axillary	-	-	-	-	Leaves entire, alternate, gland-dotted, 	-	-	-	entire	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	coriaceous	coriaceous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
RHABDODENDRON  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, |, with median line of fracture, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	subglobose	subglobose	-	-	Tree 	-	-	-	-	-	-	-	-	-	-	with scattered peltate hairs	peltate	-	hairs	Inflorescence |, persistent, |, |, sepaloid, minutely punctate; |, 	minute	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9-17 cm long	-	frequently recurved	curved	recurved	curved	6-15 mm long	-	-	-	-	-	-	-	-	-	-	supra-axillary and sometimes terminal	supra-axillary,terminal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, not winged, terete; |, |, gradually narrowed to cuneate base|, plane to prominulous above, prominulous beneath, anastomosing but not forming conspicuous marginal vein. 	cuneate,narrow,terete,winged	-	-	-	2-39 x 3-10 cm	oblanceolate, oblong to oblong-obovate	oblanceolate,oblong,obovate	with scattered peltate hairs	peltate	hairs	1.5-3.5 cm long	Stipules absent. 	-	forest on non-flooded sandy ground.	forest	-	-	-	-	-	
Rhabdodendron amazonicum 	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	filaments partly or wholly adnate to tepals, rarely free; 	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruits dehiscent or indehiscent, |, usually endospermic.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Trees or shrubs. 	shrub	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences simple or compound, |, racemose or paniculate. 	paniculate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary or terminal	axillary,terminal	-	-	-	-	Leaves alternate, opposite or whorled, simple, pinnatifid, pinnate or bipinnate, |, exstipulate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	usually coriaceous	coriaceous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
PROTEACEAE  	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary subsessile, 	subsessile	-	-	glabrous to densely pubescent	-	-	densely,glabrous	style curved, 	curved	-	-	-	-	-	-	-	-	-	-	anthers 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit a nut or rarely a drupe, indehiscent, |, more or less compressed, not winged.	winged	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	subglobose to ovoid	ovoid,subglobose	-	-	Trees, less frequently shrubs. 	shrub	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences generally unbranched, pseudo-racemose, 	unbranched	-	-	-	-	-	each pair subtended by a small common bract; 	small	-	-	-	-	-	-	-	-	-	-	-	flowers sessile or pedicellate. 	sessile	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary or rarely terminal	axillary,terminal	-	-	-	-	Leaves spirally arranged, paripinnate, |, rarely forming a terminal leaflet|, opposite to strongly subopposite, subsessile to long-petiolate, 	subsessile	-	terminal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
EUPLASSA  	Flowers |, all tepals recurving at anthesis; |, not or weakly keeled; 	-	-	-	-	-	-	-	-	-	7-11 mm long	-	-	-	-	ovary 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruiting peduncle 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tree or shrub |, weakly striate; |, striations faint to very prominent, short-fissured	shrub	short,striate	-	-	-	-	-	-	up to 12 m	-	-	-	-	-	Inflorescence lax to moderately congested, unbranched, 	unbranched	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	flower-pair peduncle 	-	-	-	-	-	-	-	-	-	1.5-5 mm long	peduncle 	-	-	-	-	-	-	-	-	(2.3-)3.3-5.7 cm long	axillary or nearly terminal	axillary,terminal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole terete, |, opposite or subopposite, |, chartaceous to coriaceous|, especially on and near midvein at base of leaflet, hairs generally closely appressed, rarely spreading	terete	chartaceous,coriaceous	-	hairs	-	-	-	glabrescent to densely 	-	densely,glabrescent	3.2-10 cm long	-	-	generally in shrubland or savanna, and gallery forests; 	forest,shrub	-	-	-	between 1030 and 2000 m alt., usually at lower alt. of approx. 470 m	-	
Euplassa glaziovii 	Flowers |, all tepals recurving at anthesis, rarely one remaining |, keeled or not; |, narrow, cylindrical-pyriform, square in cross-section, 	cylindric,narrow,pyriform	-	-	-	-	-	-	-	-	7-11 mm long	-	-	-	-	ovary 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tree |, striations narrow, multiple; |, striate or small fissured; 	-	narrow,small,striate	-	-	-	-	-	-	up to 30 m	-	-	-	-	-	Inflorescence moderately lax, occasionally branched, 	branched	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	flower-pair peduncle 	-	-	-	-	-	-	-	-	-	1.5-5 mm long	peduncle 	-	-	-	-	-	-	-	-	2.9-9.4 cm long	axillary	axillary	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, terete to laterally compressed, |, usually absent|, opposite to almost alternate, |, indument if present short and closely appressed and concentrated on venation, 	short,terete	-	lateral	-	-	-	-	velutinous or rarely glabrescent with rows of pilose (villous) hairs	-	glabrescent,hairs,pilose,villous	4.8-12(-20) cm long	-	-	in moist forest on terra firme and open forest on sandy soil.	forest	-	-	-	-	-	
Euplassa pinnata 	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary stipitate, 	stipitat	-	-	villous outside, glabrous within	-	thin	glabrous,villous	style straight-sided to clavate, longitudinally ridged, 	clavate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, and 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrubs or trees 	-	-	-	-	-	-	-	-	to 25(-40) m tall	-	-	-	-	-	Inflorescences usually |, unbranched and raceme-like, or branched and panicle-like, bearing lateral inflorescences subtended by leaves which are reduced in size to ligulate and bract-like structures on uppermost inflorescences; 	unbranched	-	lateral	-	-	red	common bracts subtending flower pairs, caducous, small, ligulate, 	small	-	-	-	-	-	-	-	-	-	-	-	flowers paired, clustered at short intervals along rhachis (sometimes distinctly whorled) or randomly spread along racemes and branches; 	short	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	terminal, sometimes lateral or subterminal	lateral,terminal	-	-	-	-	Leaves entire, simple, sessile to petiolate, arranged in verticels of |, offset verticels, decussate, subopposite-decussate or spiral; 	sessile	-	-	entire	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	venation conspicuous to obscure, plane to slightly raised above, more conspicuous and prominent beneath, fractiflexed brochidodromous, frequently eucamptodromous at base, marginal vein weak, derived from ascending lateral veins,       	lateral	ascending	-	midvein raised, plane or more frequently sunken above, prominent and longitudinally ridged beneath, higher order venation reticulate. 	-	reticulate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
PANOPSIS  	Flowers |, |, clavate, 	clavate	-	-	-	-	-	-	-	-	3-6.5 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit resembling a follicle but indehiscent, |, velutinous when young, glabrescent|, laterally compressed.	-	-	lateral	glabrescent	-	-	-	-	-	-	2.6-6.7 x 1.2-3.1 x 0.8-1.7 cm	-	-	-	-	-	-	fusiform but highly variable in shape	fusiform	-	-	Tree |, less frequently treelet or shrub; |, glabrescent	shrub,treelet	-	glabrescent	-	-	-	-	-	6-15 m tall	-	dense, somewhat appressed, tomentose, villous or puberulous, 	-	-	dense,puberulous,tomentose,villous	Inflorescence |, or |, spirally arranged, 	-	-	-	-	-	-	common bracts 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4-13 mm long, elongating to 15 mm after flowering	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	petioles generally flat, 	flat	-	0.7-10 cm x 1-2 mm at midlength (broadening to 3 mm at base)	sericeous, closely appressed, short to long tomentose, villous or puberulous, glabrescent	short	glabrescent,puberulous,sericeous,tomentose,villous	-	-	-	-	-	-	-	venation not conspicuous, raised above, brochidodromous from lowermost secondary vein, rarely eucamptodromous at base,       	-	-	-	midvein slightly channelled above, rarely slightly raised, 	-	-	7-16 pairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	growing on river banks, lakesides, islands, in wet savanna, morichales and flooded forest.	forest	-	-	-	-	-	
Panopsis rubescens 	Flowers |, |, |, 	-	-	-	-	-	-	-	-	-	4.5-9 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, |, smooth, |, thicker in immature fruit	-	smooth,thick	-	-	-	-	rounded	rounded	-	-	-	-	-	-	-	-	-	subglobose	subglobose	-	-	Tree |, usually minute. 	-	minute	-	-	-	-	-	-	10-12 m tall	-	closely appressed pilose, or -villous around axillary bud, glabrescent, 	-	axillary	glabrescent,pilose,villous	Inflorescence unbranched or branched, |, usually with whorls of scale leaves on primary axis (rarely on secondary axes); |, at |, tomentose to pilose, or villous|, elongating after flowering, 	unbranched	-	-	pilose,tomentose,villous	-	-	common bracts 	-	-	-	-	-	-	-	-	-	-	-	8.4-31 cm x 1-3 mm	-	-	-	-	-	4-12(-14) x 0.25-0.4 mm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaves in verticells of |, but some paired or spirally arranged especially lower down twigs, sessile; |, glabrescent|, |, either ascending immediately or straight and parallel before ascending. 	sessile	-	-	-	glabrescent	ascending,parallel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	petiole 	-	-	to 5(-7) x 1-4 mm	sparsely pilose or glabrous	-	glabrous,pilose	-	-	-	-	-	-	-	venation conspicuous to obscure, raised both sides, often eucamptodromous at base, brochidodromous further up,       	-	-	-	midvein plane to sunken above, 	-	-	7-13 pairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	predominantly at the riparian fringe on terra firme.	-	-	-	-	-	-	
Panopsis sessilifolia 	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary subsessile, 	subsessile	-	-	glabrous to densely pubescent	-	-	densely,glabrous	style 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit a 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrubs, or trees |, lenticellate (occasionally lenticels absent). 	-	-	-	-	-	-	-	-	to 25 m	-	densely hairy, rarely glabrous, glabrescent	-	-	densely,glabrous,hairy	Inflorescences unbranched, pseudo-racemose, |, generally solitary, 	unbranched	-	-	-	-	-	common bracts subtending flower-pairs caducous; 	-	-	-	-	-	-	-	-	-	-	-	-	flower-pair axis (peduncle) absent, rarely present; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary or terminal	axillary,terminal	-	-	-	-	Leaves spirally arranged, |, long to short petiolate, heterophyllous, compound or pinnatisect when juvenile and sometimes in fertile/ adult state, 	short	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	chartaceous to rigidly coriaceous	chartaceous,coriaceous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from sea-level to 	-	-	-	-	4000 m	-	
ROUPALA  	Flowers |, |, |, covering entire ovary or lower on one side, short-sericeous, hairs 	short	-	entire	hairs,sericeous	-	-	-	-	-	7-9 mm long	-	-	-	-	ovary 	-	-	-	hairs 	-	-	hairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, both sutured and unsutured sides curved equally or sutured side curved more strongly, |, including persistent style base, straight or curved until perpendicular to unsutured side, marginal vein inconspicuous to conspicuous, venation sometimes conspicuous on suface, |, glabrescent, glabrous at maturity	curved	-	-	glabrescent	mat	-	-	-	-	-	2-3.5 x 0.8-1.5 cm	-	-	-	-	-	-	-	-	-	-	Shrub or tree |, usually inconspicuous. 	-	-	-	-	-	-	-	-	1-8(-15) m tall	-	short-appressed-pilose, rapidly glabrescent	short	-	glabrescent,pilose	Inflorescence |, unbranched, |, short, sparsely|, 	short,unbranched	-	-	-	-	-	common bracts 	-	-	-	-	0.4-1.3 x 0.3-2.5 mm	-	-	-	-	-	-	5-20 cm x 1.7-2.8 mm	flower-pair axis absent; 	-	-	-	-	1.5-4.5 x 0.3-1 mm	-	-	-	-	-	peduncle 	-	-	-	0.5-3 cm x 0.8-2.5 mm	-	-	-	-	-	axillary, occasionally terminal	axillary,terminal	-	-	-	-	Leaves simple in mature plants, rarely compound, 	-	-	-	-	-	mat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in moist, tropical, evergreen to dry, deciduous primary and secondary forest and open grassland habitats of savanna, also in gallery forests and forest remnants.	forest	-	-	green	-	-	
Roupala montana 	Flowers |, |, commonly appressed or fused together forming a continuous ring; 	-	-	-	-	-	-	-	-	-	3.5-5 mm long	-	-	-	-	ovary 	-	-	-	glabrous or very sparse covered with short, appressed, 	short	-	glabrous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, |, persistent base of style forming sharp apex, marginal vein prominent, venation conspicuous on surface,  |,  |,  	-	-	-	-	-	-	-	-	-	-	3-3.7 x 1.8-2.2 cm	-	-	-	-	-	-	hemispherical around uppermost (sutured) edge, slightly rounded on lowermost edge, 	rounded,spherical	-	-	Tree or shrub |, inconspicuous. 	shrub	-	-	-	-	-	-	-	1.5-13 m tall	-	-	-	-	-	Inflorescence |, unbranched, |, ferrugineous; 	unbranched	-	-	ferrugineous	-	-	common bracts 	-	-	-	-	0.8-1 x 0.5-0.6 mm	-	-	-	-	-	-	3.5-18.5 x 1-1.5 cm	flower-pair axis absent; 	-	-	-	-	1.5-3 x 0.3-0.4 mm	-	-	-	-	-	peduncle 	-	-	-	0.1-1.3 cm x 0.8-1.8 mm	-	-	-	-	-	axillary	axillary	-	-	-	-	Leaves simple, |, terete towards base, grooved towards blade rugose, |, petiole base often with conspicuous scar at limit with branch (not stipular), branch elevated where petiole emerge; |, |, revolute towards base; 	terete	rugose	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10-36.5 x 3.5-10 cm	narrowly oblong or oblong, rarely elliptic	elliptic,narrow,oblong	-	-	-	petiole not well defined, 	-	-	-	glabrous	-	glabrous	-	-	-	-	thin-coriaceous	coriaceous,thin	-	venation ± conspicuous above, slightly raised,       	-	-	-	midvein reaching apex, 	-	-	5-10 pairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	riparian trees in seasonally inundated open forest of islands and river shores, on sandy soil, common at campo and forest boundaries	forest	-	-	-	-	-	
